"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Population","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"County","St. Joseph","IN","18141","=""18141""","272574","2019-2023","2022","Census","United States"
"County","Scott","IN","18143","=""18143""","24468","2019-2023","2022","Census","United States"
"County","Shelby","IN","18145","=""18145""","45104","2019-2023","2022","Census","United States"
"County","Spencer","IN","18147","=""18147""","19871","2019-2023","2022","Census","United States"
"County","Starke","IN","18149","=""18149""","23300","2019-2023","2022","Census","United States"
"County","Steuben","IN","18151","=""18151""","34648","2019-2023","2022","Census","United States"
"County","Sullivan","IN","18153","=""18153""","20766","2019-2023","2022","Census","United States"
"County","Switzerland","IN","18155","=""18155""","9914","2019-2023","2022","Census","United States"
"County","Tippecanoe","IN","18157","=""18157""","187399","2019-2023","2022","Census","United States"
"County","Tipton","IN","18159","=""18159""","15329","2019-2023","2022","Census","United States"
"County","Union","IN","18161","=""18161""","7028","2019-2023","2022","Census","United States"
"County","Vanderburgh","IN","18163","=""18163""","179908","2019-2023","2022","Census","United States"
"County","Vermillion","IN","18165","=""18165""","15452","2019-2023","2022","Census","United States"
"County","Vigo","IN","18167","=""18167""","106201","2019-2023","2022","Census","United States"
"County","Wabash","IN","18169","=""18169""","30901","2019-2023","2022","Census","United States"
"County","Warren","IN","18171","=""18171""","8469","2019-2023","2022","Census","United States"
"County","Warrick","IN","18173","=""18173""","64650","2019-2023","2022","Census","United States"
"County","Washington","IN","18175","=""18175""","28167","2019-2023","2022","Census","United States"
"County","Wayne","IN","18177","=""18177""","66377","2019-2023","2022","Census","United States"
"County","Wells","IN","18179","=""18179""","28261","2019-2023","2022","Census","United States"
"County","White","IN","18181","=""18181""","24709","2019-2023","2022","Census","United States"
"County","Whitley","IN","18183","=""18183""","34388","2019-2023","2022","Census","United States"
"County","Adair","IA","19001","=""19001""","7471","2019-2023","2022","Census","United States"
"County","Adams","IA","19003","=""19003""","3641","2019-2023","2022","Census","United States"
"County","Allamakee","IA","19005","=""19005""","14038","2019-2023","2022","Census","United States"
"County","Appanoose","IA","19007","=""19007""","12242","2019-2023","2022","Census","United States"
"County","Audubon","IA","19009","=""19009""","5622","2019-2023","2022","Census","United States"
"County","Benton","IA","19011","=""19011""","25698","2019-2023","2022","Census","United States"
"County","Black Hawk","IA","19013","=""19013""","130693","2019-2023","2022","Census","United States"
"County","Boone","IA","19015","=""19015""","26669","2019-2023","2022","Census","United States"
"County","Bremer","IA","19017","=""19017""","25118","2019-2023","2022","Census","United States"
"County","Buchanan","IA","19019","=""19019""","20645","2019-2023","2022","Census","United States"
"County","Buena Vista","IA","19021","=""19021""","20684","2019-2023","2022","Census","United States"
"County","Butler","IA","19023","=""19023""","14301","2019-2023","2022","Census","United States"
"County","Calhoun","IA","19025","=""19025""","9858","2019-2023","2022","Census","United States"
"County","Carroll","IA","19027","=""19027""","20677","2019-2023","2022","Census","United States"
"County","Cass","IA","19029","=""19029""","13115","2019-2023","2022","Census","United States"
"County","Cedar","IA","19031","=""19031""","18427","2019-2023","2022","Census","United States"
"County","Cerro Gordo","IA","19033","=""19033""","42785","2019-2023","2022","Census","United States"
"County","Cherokee","IA","19035","=""19035""","11587","2019-2023","2022","Census","United States"
"County","Chickasaw","IA","19037","=""19037""","11868","2019-2023","2022","Census","United States"
"County","Clarke","IA","19039","=""19039""","9690","2019-2023","2022","Census","United States"
"County","Clay","IA","19041","=""19041""","16446","2019-2023","2022","Census","United States"
"County","Clayton","IA","19043","=""19043""","17069","2019-2023","2022","Census","United States"
"County","Clinton","IA","19045","=""19045""","46383","2019-2023","2022","Census","United States"
"County","Crawford","IA","19047","=""19047""","16289","2019-2023","2022","Census","United States"
"County","Dallas","IA","19049","=""19049""","104136","2019-2023","2022","Census","United States"
"County","Davis","IA","19051","=""19051""","9127","2019-2023","2022","Census","United States"
"County","Decatur","IA","19053","=""19053""","7669","2019-2023","2022","Census","United States"
"County","Delaware","IA","19055","=""19055""","17549","2019-2023","2022","Census","United States"
"County","Des Moines","IA","19057","=""19057""","38597","2019-2023","2022","Census","United States"
"County","Dickinson","IA","19059","=""19059""","17844","2019-2023","2022","Census","United States"
"County","Dubuque","IA","19061","=""19061""","98948","2019-2023","2022","Census","United States"
"County","Emmet","IA","19063","=""19063""","9316","2019-2023","2022","Census","United States"
"County","Fayette","IA","19065","=""19065""","19393","2019-2023","2022","Census","United States"
"County","Floyd","IA","19067","=""19067""","15502","2019-2023","2022","Census","United States"
"County","Franklin","IA","19069","=""19069""","9977","2019-2023","2022","Census","United States"
"County","Fremont","IA","19071","=""19071""","6570","2019-2023","2022","Census","United States"
"County","Greene","IA","19073","=""19073""","8722","2019-2023","2022","Census","United States"
"County","Grundy","IA","19075","=""19075""","12352","2019-2023","2022","Census","United States"
"County","Guthrie","IA","19077","=""19077""","10646","2019-2023","2022","Census","United States"
"County","Hamilton","IA","19079","=""19079""","14893","2019-2023","2022","Census","United States"
"County","Hancock","IA","19081","=""19081""","10718","2019-2023","2022","Census","United States"
"County","Hardin","IA","19083","=""19083""","16729","2019-2023","2022","Census","United States"
"County","Harrison","IA","19085","=""19085""","14645","2019-2023","2022","Census","United States"
"County","Henry","IA","19087","=""19087""","20228","2019-2023","2022","Census","United States"
"County","Howard","IA","19089","=""19089""","9459","2019-2023","2022","Census","United States"
"County","Humboldt","IA","19091","=""19091""","9573","2019-2023","2022","Census","United States"
"County","Ida","IA","19093","=""19093""","6944","2019-2023","2022","Census","United States"
"County","Iowa","IA","19095","=""19095""","16547","2019-2023","2022","Census","United States"
"County","Jackson","IA","19097","=""19097""","19429","2019-2023","2022","Census","United States"
"County","Jasper","IA","19099","=""19099""","37864","2019-2023","2022","Census","United States"
"County","Jefferson","IA","19101","=""19101""","15676","2019-2023","2022","Census","United States"
"County","Johnson","IA","19103","=""19103""","154881","2019-2023","2022","Census","United States"
"County","Jones","IA","19105","=""19105""","20799","2019-2023","2022","Census","United States"
"County","Keokuk","IA","19107","=""19107""","9964","2019-2023","2022","Census","United States"
"County","Kossuth","IA","19109","=""19109""","14610","2019-2023","2022","Census","United States"
"County","Lee","IA","19111","=""19111""","33175","2019-2023","2022","Census","United States"
"County","Linn","IA","19113","=""19113""","229463","2019-2023","2022","Census","United States"
"County","Louisa","IA","19115","=""19115""","10710","2019-2023","2022","Census","United States"
"County","Lucas","IA","19117","=""19117""","8685","2019-2023","2022","Census","United States"
"County","Lyon","IA","19119","=""19119""","12087","2019-2023","2022","Census","United States"
"County","Madison","IA","19121","=""19121""","16760","2019-2023","2022","Census","United States"
"County","Mahaska","IA","19123","=""19123""","22045","2019-2023","2022","Census","United States"
"County","Marion","IA","19125","=""19125""","33551","2019-2023","2022","Census","United States"
"County","Marshall","IA","19127","=""19127""","39971","2019-2023","2022","Census","United States"
"County","Mills","IA","19129","=""19129""","14563","2019-2023","2022","Census","United States"
"County","Mitchell","IA","19131","=""19131""","10548","2019-2023","2022","Census","United States"
"County","Monona","IA","19133","=""19133""","8619","2019-2023","2022","Census","United States"
"County","Monroe","IA","19135","=""19135""","7546","2019-2023","2022","Census","United States"
"County","Montgomery","IA","19137","=""19137""","10254","2019-2023","2022","Census","United States"
"County","Muscatine","IA","19139","=""19139""","42735","2019-2023","2022","Census","United States"
"County","O'Brien","IA","19141","=""19141""","14103","2019-2023","2022","Census","United States"
"County","Osceola","IA","19143","=""19143""","6114","2019-2023","2022","Census","United States"
"County","Page","IA","19145","=""19145""","15168","2019-2023","2022","Census","United States"
"County","Palo Alto","IA","19147","=""19147""","8902","2019-2023","2022","Census","United States"
"County","Plymouth","IA","19149","=""19149""","25699","2019-2023","2022","Census","United States"
"County","Pocahontas","IA","19151","=""19151""","7040","2019-2023","2022","Census","United States"
"County","Polk","IA","19153","=""19153""","497441","2019-2023","2022","Census","United States"
"County","Pottawattamie","IA","19155","=""19155""","93407","2019-2023","2022","Census","United States"
"County","Poweshiek","IA","19157","=""19157""","18582","2019-2023","2022","Census","United States"
"County","Ringgold","IA","19159","=""19159""","4664","2019-2023","2022","Census","United States"
"County","Sac","IA","19161","=""19161""","9759","2019-2023","2022","Census","United States"
"County","Scott","IA","19163","=""19163""","174302","2019-2023","2022","Census","United States"
"County","Shelby","IA","19165","=""19165""","11757","2019-2023","2022","Census","United States"
"County","Sioux","IA","19167","=""19167""","35984","2019-2023","2022","Census","United States"
"County","Story","IA","19169","=""19169""","98592","2019-2023","2022","Census","United States"
"County","Tama","IA","19171","=""19171""","16982","2019-2023","2022","Census","United States"
"County","Taylor","IA","19173","=""19173""","5901","2019-2023","2022","Census","United States"
"County","Union","IA","19175","=""19175""","12038","2019-2023","2022","Census","United States"
"County","Van Buren","IA","19177","=""19177""","7236","2019-2023","2022","Census","United States"
"County","Wapello","IA","19179","=""19179""","35265","2019-2023","2022","Census","United States"
"County","Warren","IA","19181","=""19181""","53484","2019-2023","2022","Census","United States"
"County","Washington","IA","19183","=""19183""","22539","2019-2023","2022","Census","United States"
"County","Wayne","IA","19185","=""19185""","6518","2019-2023","2022","Census","United States"
"County","Webster","IA","19187","=""19187""","36848","2019-2023","2022","Census","United States"
"County","Winnebago","IA","19189","=""19189""","10648","2019-2023","2022","Census","United States"
"County","Winneshiek","IA","19191","=""19191""","19972","2019-2023","2022","Census","United States"
"County","Woodbury","IA","19193","=""19193""","105760","2019-2023","2022","Census","United States"
"County","Worth","IA","19195","=""19195""","7380","2019-2023","2022","Census","United States"
"County","Wright","IA","19197","=""19197""","12817","2019-2023","2022","Census","United States"
"County","Allen","KS","20001","=""20001""","12491","2019-2023","2022","Census","United States"
"County","Anderson","KS","20003","=""20003""","7819","2019-2023","2022","Census","United States"
"County","Atchison","KS","20005","=""20005""","16211","2019-2023","2022","Census","United States"
"County","Barber","KS","20007","=""20007""","4153","2019-2023","2022","Census","United States"
"County","Barton","KS","20009","=""20009""","25275","2019-2023","2022","Census","United States"
"County","Bourbon","KS","20011","=""20011""","14384","2019-2023","2022","Census","United States"
"County","Brown","KS","20013","=""20013""","9415","2019-2023","2022","Census","United States"
"County","Butler","KS","20015","=""20015""","67916","2019-2023","2022","Census","United States"
"County","Chase","KS","20017","=""20017""","2579","2019-2023","2022","Census","United States"
"County","Chautauqua","KS","20019","=""20019""","3370","2019-2023","2022","Census","United States"
"County","Cherokee","KS","20021","=""20021""","19236","2019-2023","2022","Census","United States"
"County","Cheyenne","KS","20023","=""20023""","2628","2019-2023","2022","Census","United States"
"County","Clark","KS","20025","=""20025""","1987","2019-2023","2022","Census","United States"
"County","Clay","KS","20027","=""20027""","8071","2019-2023","2022","Census","United States"
"County","Cloud","KS","20029","=""20029""","8973","2019-2023","2022","Census","United States"
"County","Coffey","KS","20031","=""20031""","8304","2019-2023","2022","Census","United States"
"County","Comanche","KS","20033","=""20033""","1685","2019-2023","2022","Census","United States"
"County","Cowley","KS","20035","=""20035""","34487","2019-2023","2022","Census","United States"
"County","Crawford","KS","20037","=""20037""","38963","2019-2023","2022","Census","United States"
"County","Decatur","KS","20039","=""20039""","2746","2019-2023","2022","Census","United States"
"County","Dickinson","KS","20041","=""20041""","18423","2019-2023","2022","Census","United States"
"County","Doniphan","KS","20043","=""20043""","7492","2019-2023","2022","Census","United States"
"County","Douglas","KS","20045","=""20045""","119547","2019-2023","2022","Census","United States"
"County","Edwards","KS","20047","=""20047""","2817","2019-2023","2022","Census","United States"
"County","Elk","KS","20049","=""20049""","2464","2019-2023","2022","Census","United States"
"County","Ellis","KS","20051","=""20051""","28870","2019-2023","2022","Census","United States"
"County","Ellsworth","KS","20053","=""20053""","6366","2019-2023","2022","Census","United States"
"County","Finney","KS","20055","=""20055""","38001","2019-2023","2022","Census","United States"
"County","Ford","KS","20057","=""20057""","34133","2019-2023","2022","Census","United States"
"County","Franklin","KS","20059","=""20059""","25994","2019-2023","2022","Census","United States"
"County","Geary","KS","20061","=""20061""","35895","2019-2023","2022","Census","United States"
"County","Gove","KS","20063","=""20063""","2796","2019-2023","2022","Census","United States"
"County","Graham","KS","20065","=""20065""","2406","2019-2023","2022","Census","United States"
"County","Grant","KS","20067","=""20067""","7284","2019-2023","2022","Census","United States"
"County","Gray","KS","20069","=""20069""","5696","2019-2023","2022","Census","United States"
"County","Greeley","KS","20071","=""20071""","1296","2019-2023","2022","Census","United States"
"County","Greenwood","KS","20073","=""20073""","5956","2019-2023","2022","Census","United States"
"County","Hamilton","KS","20075","=""20075""","2485","2019-2023","2022","Census","United States"
"County","Harper","KS","20077","=""20077""","5446","2019-2023","2022","Census","United States"
"County","Harvey","KS","20079","=""20079""","33823","2019-2023","2022","Census","United States"
"County","Haskell","KS","20081","=""20081""","3695","2019-2023","2022","Census","United States"
"County","Hodgeman","KS","20083","=""20083""","1676","2019-2023","2022","Census","United States"
"County","Jackson","KS","20085","=""20085""","13277","2019-2023","2022","Census","United States"
"County","Jefferson","KS","20087","=""20087""","18391","2019-2023","2022","Census","United States"
"County","Jewell","KS","20089","=""20089""","2909","2019-2023","2022","Census","United States"
"County","Johnson","KS","20091","=""20091""","614764","2019-2023","2022","Census","United States"
"County","Kearny","KS","20093","=""20093""","3910","2019-2023","2022","Census","United States"
"County","Kingman","KS","20095","=""20095""","7284","2019-2023","2022","Census","United States"
"County","Kiowa","KS","20097","=""20097""","2422","2019-2023","2022","Census","United States"
"County","Labette","KS","20099","=""20099""","19949","2019-2023","2022","Census","United States"
"County","Lane","KS","20101","=""20101""","1497","2019-2023","2022","Census","United States"
"County","Leavenworth","KS","20103","=""20103""","82493","2019-2023","2022","Census","United States"
"County","Lincoln","KS","20105","=""20105""","2924","2019-2023","2022","Census","United States"
"County","Linn","KS","20107","=""20107""","9723","2019-2023","2022","Census","United States"
"County","Logan","KS","20109","=""20109""","2720","2019-2023","2022","Census","United States"
"County","Lyon","KS","20111","=""20111""","32145","2019-2023","2022","Census","United States"
"County","McPherson","KS","20113","=""20113""","30130","2019-2023","2022","Census","United States"
"County","Marion","KS","20115","=""20115""","11795","2019-2023","2022","Census","United States"
"County","Marshall","KS","20117","=""20117""","10001","2019-2023","2022","Census","United States"
"County","Meade","KS","20119","=""20119""","3949","2019-2023","2022","Census","United States"
"County","Miami","KS","20121","=""20121""","34625","2019-2023","2022","Census","United States"
"County","Mitchell","KS","20123","=""20123""","5767","2019-2023","2022","Census","United States"
"County","Montgomery","KS","20125","=""20125""","31143","2019-2023","2022","Census","United States"
"County","Morris","KS","20127","=""20127""","5388","2019-2023","2022","Census","United States"
"County","Morton","KS","20129","=""20129""","2647","2019-2023","2022","Census","United States"
"County","Nemaha","KS","20131","=""20131""","10213","2019-2023","2022","Census","United States"
"County","Neosho","KS","20133","=""20133""","15715","2019-2023","2022","Census","United States"
"County","Ness","KS","20135","=""20135""","2659","2019-2023","2022","Census","United States"
"County","Norton","KS","20137","=""20137""","5392","2019-2023","2022","Census","United States"
"County","Osage","KS","20139","=""20139""","15780","2019-2023","2022","Census","United States"
"County","Osborne","KS","20141","=""20141""","3473","2019-2023","2022","Census","United States"
"County","Ottawa","KS","20143","=""20143""","5782","2019-2023","2022","Census","United States"
"County","Pawnee","KS","20145","=""20145""","6220","2019-2023","2022","Census","United States"
"County","Phillips","KS","20147","=""20147""","4874","2019-2023","2022","Census","United States"
"County","Pottawatomie","KS","20149","=""20149""","25808","2019-2023","2022","Census","United States"
"County","Pratt","KS","20151","=""20151""","9120","2019-2023","2022","Census","United States"
"County","Rawlins","KS","20153","=""20153""","2533","2019-2023","2022","Census","United States"
"County","Reno","KS","20155","=""20155""","61693","2019-2023","2022","Census","United States"
"County","Republic","KS","20157","=""20157""","4662","2019-2023","2022","Census","United States"
"County","Rice","KS","20159","=""20159""","9389","2019-2023","2022","Census","United States"
"County","Riley","KS","20161","=""20161""","71710","2019-2023","2022","Census","United States"
"County","Rooks","KS","20163","=""20163""","4869","2019-2023","2022","Census","United States"
"County","Rush","KS","20165","=""20165""","2957","2019-2023","2022","Census","United States"
"County","Russell","KS","20167","=""20167""","6717","2019-2023","2022","Census","United States"
"County","Saline","KS","20169","=""20169""","53801","2019-2023","2022","Census","United States"
"County","Scott","KS","20171","=""20171""","5071","2019-2023","2022","Census","United States"
"County","Sedgwick","KS","20173","=""20173""","524810","2019-2023","2022","Census","United States"
"County","Seward","KS","20175","=""20175""","21640","2019-2023","2022","Census","United States"
"County","Shawnee","KS","20177","=""20177""","178315","2019-2023","2022","Census","United States"
"County","Sheridan","KS","20179","=""20179""","2442","2019-2023","2022","Census","United States"
"County","Sherman","KS","20181","=""20181""","5919","2019-2023","2022","Census","United States"
"County","Smith","KS","20183","=""20183""","3579","2019-2023","2022","Census","United States"
"County","Stafford","KS","20185","=""20185""","4004","2019-2023","2022","Census","United States"
"County","Stanton","KS","20187","=""20187""","2018","2019-2023","2022","Census","United States"
"County","Stevens","KS","20189","=""20189""","5212","2019-2023","2022","Census","United States"
"County","Sumner","KS","20191","=""20191""","22386","2019-2023","2022","Census","United States"
"County","Thomas","KS","20193","=""20193""","7913","2019-2023","2022","Census","United States"
"County","Trego","KS","20195","=""20195""","2778","2019-2023","2022","Census","United States"
"County","Wabaunsee","KS","20197","=""20197""","6961","2019-2023","2022","Census","United States"
"County","Wallace","KS","20199","=""20199""","1459","2019-2023","2022","Census","United States"
"County","Washington","KS","20201","=""20201""","5519","2019-2023","2022","Census","United States"
"County","Wichita","KS","20203","=""20203""","2115","2019-2023","2022","Census","United States"
"County","Wilson","KS","20205","=""20205""","8559","2019-2023","2022","Census","United States"
"County","Woodson","KS","20207","=""20207""","3118","2019-2023","2022","Census","United States"
"County","Wyandotte","KS","20209","=""20209""","167277","2019-2023","2022","Census","United States"
"County","Adair","KY","21001","=""21001""","19016","2019-2023","2022","Census","United States"
"County","Allen","KY","21003","=""21003""","21029","2019-2023","2022","Census","United States"
"County","Anderson","KY","21005","=""21005""","24098","2019-2023","2022","Census","United States"
"County","Ballard","KY","21007","=""21007""","7678","2019-2023","2022","Census","United States"
"County","Barren","KY","21009","=""21009""","44670","2019-2023","2022","Census","United States"
"County","Bath","KY","21011","=""21011""","12812","2019-2023","2022","Census","United States"
"County","Bell","KY","21013","=""21013""","23878","2019-2023","2022","Census","United States"
"County","Boone","KY","21015","=""21015""","137676","2019-2023","2022","Census","United States"
"County","Bourbon","KY","21017","=""21017""","20174","2019-2023","2022","Census","United States"
"County","Boyd","KY","21019","=""21019""","48043","2019-2023","2022","Census","United States"
"County","Boyle","KY","21021","=""21021""","30708","2019-2023","2022","Census","United States"
"County","Bracken","KY","21023","=""21023""","8427","2019-2023","2022","Census","United States"
"County","Breathitt","KY","21025","=""21025""","13438","2019-2023","2022","Census","United States"
"County","Breckinridge","KY","21027","=""21027""","20722","2019-2023","2022","Census","United States"
"County","Bullitt","KY","21029","=""21029""","83209","2019-2023","2022","Census","United States"
"County","Butler","KY","21031","=""21031""","12373","2019-2023","2022","Census","United States"
"County","Caldwell","KY","21033","=""21033""","12631","2019-2023","2022","Census","United States"
"County","Calloway","KY","21035","=""21035""","37882","2019-2023","2022","Census","United States"
"County","Campbell","KY","21037","=""21037""","93193","2019-2023","2022","Census","United States"
"County","Carlisle","KY","21039","=""21039""","4763","2019-2023","2022","Census","United States"
"County","Carroll","KY","21041","=""21041""","10878","2019-2023","2022","Census","United States"
"County","Carter","KY","21043","=""21043""","26515","2019-2023","2022","Census","United States"
"County","Casey","KY","21045","=""21045""","15951","2019-2023","2022","Census","United States"
"County","Christian","KY","21047","=""21047""","72599","2019-2023","2022","Census","United States"
"County","Clark","KY","21049","=""21049""","37004","2019-2023","2022","Census","United States"
"County","Clay","KY","21051","=""21051""","20105","2019-2023","2022","Census","United States"
"County","Clinton","KY","21053","=""21053""","9240","2019-2023","2022","Census","United States"
"County","Crittenden","KY","21055","=""21055""","8972","2019-2023","2022","Census","United States"
"County","Cumberland","KY","21057","=""21057""","5948","2019-2023","2022","Census","United States"
"County","Daviess","KY","21059","=""21059""","103195","2019-2023","2022","Census","United States"
"County","Edmonson","KY","21061","=""21061""","12243","2019-2023","2022","Census","United States"
"County","Elliott","KY","21063","=""21063""","7336","2019-2023","2022","Census","United States"
"County","Estill","KY","21065","=""21065""","14079","2019-2023","2022","Census","United States"
"County","Fayette","KY","21067","=""21067""","321122","2019-2023","2022","Census","United States"
"County","Fleming","KY","21069","=""21069""","15221","2019-2023","2022","Census","United States"
"County","Floyd","KY","21071","=""21071""","35342","2019-2023","2022","Census","United States"
"County","Franklin","KY","21073","=""21073""","51563","2019-2023","2022","Census","United States"
"County","Fulton","KY","21075","=""21075""","6440","2019-2023","2022","Census","United States"
"County","Gallatin","KY","21077","=""21077""","8749","2019-2023","2022","Census","United States"
"County","Garrard","KY","21079","=""21079""","17346","2019-2023","2022","Census","United States"
"County","Grant","KY","21081","=""21081""","25238","2019-2023","2022","Census","United States"
"County","Graves","KY","21083","=""21083""","36612","2019-2023","2022","Census","United States"
"County","Grayson","KY","21085","=""21085""","26586","2019-2023","2022","Census","United States"
"County","Green","KY","21087","=""21087""","11278","2019-2023","2022","Census","United States"
"County","Greenup","KY","21089","=""21089""","35639","2019-2023","2022","Census","United States"
"County","Hancock","KY","21091","=""21091""","9032","2019-2023","2022","Census","United States"
"County","Hardin","KY","21093","=""21093""","111452","2019-2023","2022","Census","United States"
"County","Harlan","KY","21095","=""21095""","26185","2019-2023","2022","Census","United States"
"County","Harrison","KY","21097","=""21097""","18971","2019-2023","2022","Census","United States"
"County","Hart","KY","21099","=""21099""","19470","2019-2023","2022","Census","United States"
"County","Henderson","KY","21101","=""21101""","44493","2019-2023","2022","Census","United States"
"County","Henry","KY","21103","=""21103""","15774","2019-2023","2022","Census","United States"
"County","Hickman","KY","21105","=""21105""","4470","2019-2023","2022","Census","United States"
"County","Hopkins","KY","21107","=""21107""","45143","2019-2023","2022","Census","United States"
"County","Jackson","KY","21109","=""21109""","13003","2019-2023","2022","Census","United States"
"County","Jefferson","KY","21111","=""21111""","777392","2019-2023","2022","Census","United States"
"County","Jessamine","KY","21113","=""21113""","53792","2019-2023","2022","Census","United States"
"County","Johnson","KY","21115","=""21115""","22464","2019-2023","2022","Census","United States"
"County","Kenton","KY","21117","=""21117""","169817","2019-2023","2022","Census","United States"
"County","Knott","KY","21119","=""21119""","14046","2019-2023","2022","Census","United States"
"County","Knox","KY","21121","=""21121""","30034","2019-2023","2022","Census","United States"
"County","Larue","KY","21123","=""21123""","15028","2019-2023","2022","Census","United States"
"County","Laurel","KY","21125","=""21125""","62731","2019-2023","2022","Census","United States"
"County","Lawrence","KY","21127","=""21127""","16171","2019-2023","2022","Census","United States"
"County","Lee","KY","21129","=""21129""","7375","2019-2023","2022","Census","United States"
"County","Leslie","KY","21131","=""21131""","10261","2019-2023","2022","Census","United States"
"County","Letcher","KY","21133","=""21133""","21146","2019-2023","2022","Census","United States"
"County","Lewis","KY","21135","=""21135""","13028","2019-2023","2022","Census","United States"
"County","Lincoln","KY","21137","=""21137""","24415","2019-2023","2022","Census","United States"
"County","Livingston","KY","21139","=""21139""","8941","2019-2023","2022","Census","United States"
"County","Logan","KY","21141","=""21141""","27731","2019-2023","2022","Census","United States"
"County","Lyon","KY","21143","=""21143""","8831","2019-2023","2022","Census","United States"
"County","McCracken","KY","21145","=""21145""","67584","2019-2023","2022","Census","United States"
"County","McCreary","KY","21147","=""21147""","16905","2019-2023","2022","Census","United States"
"County","McLean","KY","21149","=""21149""","9127","2019-2023","2022","Census","United States"
"County","Madison","KY","21151","=""21151""","94064","2019-2023","2022","Census","United States"
"County","Magoffin","KY","21153","=""21153""","11495","2019-2023","2022","Census","United States"
"County","Marion","KY","21155","=""21155""","19680","2019-2023","2022","Census","United States"
"County","Marshall","KY","21157","=""21157""","31728","2019-2023","2022","Census","United States"
"County","Martin","KY","21159","=""21159""","11181","2019-2023","2022","Census","United States"
"County","Mason","KY","21161","=""21161""","16995","2019-2023","2022","Census","United States"
"County","Meade","KY","21163","=""21163""","30032","2019-2023","2022","Census","United States"
"County","Menifee","KY","21165","=""21165""","6203","2019-2023","2022","Census","United States"
"County","Mercer","KY","21167","=""21167""","22824","2019-2023","2022","Census","United States"
"County","Metcalfe","KY","21169","=""21169""","10372","2019-2023","2022","Census","United States"
"County","Monroe","KY","21171","=""21171""","11318","2019-2023","2022","Census","United States"
"County","Montgomery","KY","21173","=""21173""","28271","2019-2023","2022","Census","United States"
"County","Morgan","KY","21175","=""21175""","13938","2019-2023","2022","Census","United States"
"County","Muhlenberg","KY","21177","=""21177""","30712","2019-2023","2022","Census","United States"
"County","Nelson","KY","21179","=""21179""","47102","2019-2023","2022","Census","United States"
"County","Nicholas","KY","21181","=""21181""","7655","2019-2023","2022","Census","United States"
"County","Ohio","KY","21183","=""21183""","23704","2019-2023","2022","Census","United States"
"County","Oldham","KY","21185","=""21185""","68600","2019-2023","2022","Census","United States"
"County","Owen","KY","21187","=""21187""","11270","2019-2023","2022","Census","United States"
"County","Owsley","KY","21189","=""21189""","4021","2019-2023","2022","Census","United States"
"County","Pendleton","KY","21191","=""21191""","14683","2019-2023","2022","Census","United States"
"County","Perry","KY","21193","=""21193""","27847","2019-2023","2022","Census","United States"
"County","Pike","KY","21195","=""21195""","57466","2019-2023","2022","Census","United States"
"County","Powell","KY","21197","=""21197""","13057","2019-2023","2022","Census","United States"
"County","Pulaski","KY","21199","=""21199""","65503","2019-2023","2022","Census","United States"
"County","Robertson","KY","21201","=""21201""","2239","2019-2023","2022","Census","United States"
"County","Rockcastle","KY","21203","=""21203""","16144","2019-2023","2022","Census","United States"
"County","Rowan","KY","21205","=""21205""","24525","2019-2023","2022","Census","United States"
"County","Russell","KY","21207","=""21207""","18117","2019-2023","2022","Census","United States"
"County","Scott","KY","21209","=""21209""","58269","2019-2023","2022","Census","United States"
"County","Shelby","KY","21211","=""21211""","48599","2019-2023","2022","Census","United States"
"County","Simpson","KY","21213","=""21213""","19786","2019-2023","2022","Census","United States"
"County","Spencer","KY","21215","=""21215""","19875","2019-2023","2022","Census","United States"
"County","Taylor","KY","21217","=""21217""","26205","2019-2023","2022","Census","United States"
"County","Todd","KY","21219","=""21219""","12330","2019-2023","2022","Census","United States"
"County","Trigg","KY","21221","=""21221""","14211","2019-2023","2022","Census","United States"
"County","Trimble","KY","21223","=""21223""","8531","2019-2023","2022","Census","United States"
"County","Union","KY","21225","=""21225""","13379","2019-2023","2022","Census","United States"
"County","Warren","KY","21227","=""21227""","137549","2019-2023","2022","Census","United States"
"County","Washington","KY","21229","=""21229""","12091","2019-2023","2022","Census","United States"
"County","Wayne","KY","21231","=""21231""","19592","2019-2023","2022","Census","United States"
"County","Webster","KY","21233","=""21233""","12873","2019-2023","2022","Census","United States"
"County","Whitley","KY","21235","=""21235""","36755","2019-2023","2022","Census","United States"
"County","Wolfe","KY","21237","=""21237""","6484","2019-2023","2022","Census","United States"
"County","Woodford","KY","21239","=""21239""","27017","2019-2023","2022","Census","United States"
"County","Acadia","LA","22001","=""22001""","57218","2019-2023","2022","Census","United States"
"County","Allen","LA","22003","=""22003""","22552","2019-2023","2022","Census","United States"
"County","Ascension","LA","22005","=""22005""","128593","2019-2023","2022","Census","United States"
"County","Assumption","LA","22007","=""22007""","20720","2019-2023","2022","Census","United States"
"County","Avoyelles","LA","22009","=""22009""","39176","2019-2023","2022","Census","United States"
"County","Beauregard","LA","22011","=""22011""","36646","2019-2023","2022","Census","United States"
"County","Bienville","LA","22013","=""22013""","12769","2019-2023","2022","Census","United States"
"County","Bossier","LA","22015","=""22015""","129134","2019-2023","2022","Census","United States"
"County","Caddo","LA","22017","=""22017""","232973","2019-2023","2022","Census","United States"
"County","Calcasieu","LA","22019","=""22019""","208668","2019-2023","2022","Census","United States"
"County","Caldwell","LA","22021","=""22021""","9563","2019-2023","2022","Census","United States"
