"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Median Household Income","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"County","Spalding","GA","13255","=""13255""","60217","2019-2023","2022","Census","United States"
"County","Stephens","GA","13257","=""13257""","52264","2019-2023","2022","Census","United States"
"County","Stewart","GA","13259","=""13259""","35000","2019-2023","2022","Census","United States"
"County","Sumter","GA","13261","=""13261""","41877","2019-2023","2022","Census","United States"
"County","Talbot","GA","13263","=""13263""","45098","2019-2023","2022","Census","United States"
"County","Taliaferro","GA","13265","=""13265""","48036","2019-2023","2022","Census","United States"
"County","Tattnall","GA","13267","=""13267""","52351","2019-2023","2022","Census","United States"
"County","Taylor","GA","13269","=""13269""","41743","2019-2023","2022","Census","United States"
"County","Telfair","GA","13271","=""13271""","44948","2019-2023","2022","Census","United States"
"County","Terrell","GA","13273","=""13273""","43812","2019-2023","2022","Census","United States"
"County","Thomas","GA","13275","=""13275""","60140","2019-2023","2022","Census","United States"
"County","Tift","GA","13277","=""13277""","53165","2019-2023","2022","Census","United States"
"County","Toombs","GA","13279","=""13279""","54130","2019-2023","2022","Census","United States"
"County","Towns","GA","13281","=""13281""","58400","2019-2023","2022","Census","United States"
"County","Treutlen","GA","13283","=""13283""","43750","2019-2023","2022","Census","United States"
"County","Troup","GA","13285","=""13285""","54905","2019-2023","2022","Census","United States"
"County","Turner","GA","13287","=""13287""","39565","2019-2023","2022","Census","United States"
"County","Twiggs","GA","13289","=""13289""","55439","2019-2023","2022","Census","United States"
"County","Union","GA","13291","=""13291""","65697","2019-2023","2022","Census","United States"
"County","Upson","GA","13293","=""13293""","50904","2019-2023","2022","Census","United States"
"County","Walker","GA","13295","=""13295""","55887","2019-2023","2022","Census","United States"
"County","Walton","GA","13297","=""13297""","82381","2019-2023","2022","Census","United States"
"County","Ware","GA","13299","=""13299""","44833","2019-2023","2022","Census","United States"
"County","Warren","GA","13301","=""13301""","46776","2019-2023","2022","Census","United States"
"County","Washington","GA","13303","=""13303""","44009","2019-2023","2022","Census","United States"
"County","Wayne","GA","13305","=""13305""","49562","2019-2023","2022","Census","United States"
"County","Webster","GA","13307","=""13307""","40764","2019-2023","2022","Census","United States"
"County","Wheeler","GA","13309","=""13309""","45262","2019-2023","2022","Census","United States"
"County","White","GA","13311","=""13311""","69747","2019-2023","2022","Census","United States"
"County","Whitfield","GA","13313","=""13313""","64262","2019-2023","2022","Census","United States"
"County","Wilcox","GA","13315","=""13315""","48036","2019-2023","2022","Census","United States"
"County","Wilkes","GA","13317","=""13317""","52542","2019-2023","2022","Census","United States"
"County","Wilkinson","GA","13319","=""13319""","46673","2019-2023","2022","Census","United States"
"County","Worth","GA","13321","=""13321""","57201","2019-2023","2022","Census","United States"
"County","Hawaii","HI","15001","=""15001""","77215","2019-2023","2022","Census","United States"
"County","Honolulu","HI","15003","=""15003""","104264","2019-2023","2022","Census","United States"
"County","Kalawao","HI","15005","=""15005""","86250","2019-2023","2022","Census","United States"
"County","Kauai","HI","15007","=""15007""","93612","2019-2023","2022","Census","United States"
"County","Maui","HI","15009","=""15009""","95076","2019-2023","2022","Census","United States"
"County","Ada","ID","16001","=""16001""","88907","2019-2023","2022","Census","United States"
"County","Adams","ID","16003","=""16003""","59286","2019-2023","2022","Census","United States"
"County","Bannock","ID","16005","=""16005""","64080","2019-2023","2022","Census","United States"
"County","Bear Lake","ID","16007","=""16007""","67304","2019-2023","2022","Census","United States"
"County","Benewah","ID","16009","=""16009""","56553","2019-2023","2022","Census","United States"
"County","Bingham","ID","16011","=""16011""","76842","2019-2023","2022","Census","United States"
"County","Blaine","ID","16013","=""16013""","84470","2019-2023","2022","Census","United States"
"County","Boise","ID","16015","=""16015""","77349","2019-2023","2022","Census","United States"
"County","Bonner","ID","16017","=""16017""","65168","2019-2023","2022","Census","United States"
"County","Bonneville","ID","16019","=""16019""","76646","2019-2023","2022","Census","United States"
"County","Boundary","ID","16021","=""16021""","62438","2019-2023","2022","Census","United States"
"County","Butte","ID","16023","=""16023""","43281","2019-2023","2022","Census","United States"
"County","Camas","ID","16025","=""16025""","55536","2019-2023","2022","Census","United States"
"County","Canyon","ID","16027","=""16027""","72355","2019-2023","2022","Census","United States"
"County","Caribou","ID","16029","=""16029""","66653","2019-2023","2022","Census","United States"
"County","Cassia","ID","16031","=""16031""","67042","2019-2023","2022","Census","United States"
"County","Clark","ID","16033","=""16033""","52083","2019-2023","2022","Census","United States"
"County","Clearwater","ID","16035","=""16035""","57961","2019-2023","2022","Census","United States"
"County","Custer","ID","16037","=""16037""","56957","2019-2023","2022","Census","United States"
"County","Elmore","ID","16039","=""16039""","58976","2019-2023","2022","Census","United States"
"County","Franklin","ID","16041","=""16041""","65991","2019-2023","2022","Census","United States"
"County","Fremont","ID","16043","=""16043""","72767","2019-2023","2022","Census","United States"
"County","Gem","ID","16045","=""16045""","66245","2019-2023","2022","Census","United States"
"County","Gooding","ID","16047","=""16047""","62395","2019-2023","2022","Census","United States"
"County","Idaho","ID","16049","=""16049""","60975","2019-2023","2022","Census","United States"
"County","Jefferson","ID","16051","=""16051""","82952","2019-2023","2022","Census","United States"
"County","Jerome","ID","16053","=""16053""","69338","2019-2023","2022","Census","United States"
"County","Kootenai","ID","16055","=""16055""","77034","2019-2023","2022","Census","United States"
"County","Latah","ID","16057","=""16057""","65179","2019-2023","2022","Census","United States"
"County","Lemhi","ID","16059","=""16059""","52057","2019-2023","2022","Census","United States"
"County","Lewis","ID","16061","=""16061""","49643","2019-2023","2022","Census","United States"
"County","Lincoln","ID","16063","=""16063""","66038","2019-2023","2022","Census","United States"
"County","Madison","ID","16065","=""16065""","58259","2019-2023","2022","Census","United States"
"County","Minidoka","ID","16067","=""16067""","70060","2019-2023","2022","Census","United States"
"County","Nez Perce","ID","16069","=""16069""","71466","2019-2023","2022","Census","United States"
"County","Oneida","ID","16071","=""16071""","72563","2019-2023","2022","Census","United States"
"County","Owyhee","ID","16073","=""16073""","59773","2019-2023","2022","Census","United States"
"County","Payette","ID","16075","=""16075""","65723","2019-2023","2022","Census","United States"
"County","Power","ID","16077","=""16077""","59760","2019-2023","2022","Census","United States"
"County","Shoshone","ID","16079","=""16079""","49975","2019-2023","2022","Census","United States"
"County","Teton","ID","16081","=""16081""","90740","2019-2023","2022","Census","United States"
"County","Twin Falls","ID","16083","=""16083""","65338","2019-2023","2022","Census","United States"
"County","Valley","ID","16085","=""16085""","76125","2019-2023","2022","Census","United States"
"County","Washington","ID","16087","=""16087""","53608","2019-2023","2022","Census","United States"
"County","Adams","IL","17001","=""17001""","64962","2019-2023","2022","Census","United States"
"County","Alexander","IL","17003","=""17003""","43523","2019-2023","2022","Census","United States"
"County","Bond","IL","17005","=""17005""","61603","2019-2023","2022","Census","United States"
"County","Boone","IL","17007","=""17007""","81638","2019-2023","2022","Census","United States"
"County","Brown","IL","17009","=""17009""","72288","2019-2023","2022","Census","United States"
"County","Bureau","IL","17011","=""17011""","65894","2019-2023","2022","Census","United States"
"County","Calhoun","IL","17013","=""17013""","92095","2019-2023","2022","Census","United States"
"County","Carroll","IL","17015","=""17015""","60871","2019-2023","2022","Census","United States"
"County","Cass","IL","17017","=""17017""","64907","2019-2023","2022","Census","United States"
"County","Champaign","IL","17019","=""17019""","63091","2019-2023","2022","Census","United States"
"County","Christian","IL","17021","=""17021""","59253","2019-2023","2022","Census","United States"
"County","Clark","IL","17023","=""17023""","70625","2019-2023","2022","Census","United States"
"County","Clay","IL","17025","=""17025""","57266","2019-2023","2022","Census","United States"
"County","Clinton","IL","17027","=""17027""","82314","2019-2023","2022","Census","United States"
"County","Coles","IL","17029","=""17029""","56040","2019-2023","2022","Census","United States"
"County","Cook","IL","17031","=""17031""","81797","2019-2023","2022","Census","United States"
"County","Crawford","IL","17033","=""17033""","67614","2019-2023","2022","Census","United States"
"County","Cumberland","IL","17035","=""17035""","69826","2019-2023","2022","Census","United States"
"County","DeKalb","IL","17037","=""17037""","69022","2019-2023","2022","Census","United States"
"County","De Witt","IL","17039","=""17039""","64802","2019-2023","2022","Census","United States"
"County","Douglas","IL","17041","=""17041""","74186","2019-2023","2022","Census","United States"
"County","DuPage","IL","17043","=""17043""","110502","2019-2023","2022","Census","United States"
"County","Edgar","IL","17045","=""17045""","56909","2019-2023","2022","Census","United States"
"County","Edwards","IL","17047","=""17047""","59386","2019-2023","2022","Census","United States"
"County","Effingham","IL","17049","=""17049""","75380","2019-2023","2022","Census","United States"
"County","Fayette","IL","17051","=""17051""","57113","2019-2023","2022","Census","United States"
"County","Ford","IL","17053","=""17053""","60782","2019-2023","2022","Census","United States"
"County","Franklin","IL","17055","=""17055""","53471","2019-2023","2022","Census","United States"
"County","Fulton","IL","17057","=""17057""","58617","2019-2023","2022","Census","United States"
"County","Gallatin","IL","17059","=""17059""","54626","2019-2023","2022","Census","United States"
"County","Greene","IL","17061","=""17061""","60976","2019-2023","2022","Census","United States"
"County","Grundy","IL","17063","=""17063""","93060","2019-2023","2022","Census","United States"
"County","Hamilton","IL","17065","=""17065""","61520","2019-2023","2022","Census","United States"
"County","Hancock","IL","17067","=""17067""","65044","2019-2023","2022","Census","United States"
"County","Hardin","IL","17069","=""17069""","57155","2019-2023","2022","Census","United States"
"County","Henderson","IL","17071","=""17071""","65651","2019-2023","2022","Census","United States"
"County","Henry","IL","17073","=""17073""","69912","2019-2023","2022","Census","United States"
"County","Iroquois","IL","17075","=""17075""","62439","2019-2023","2022","Census","United States"
"County","Jackson","IL","17077","=""17077""","45572","2019-2023","2022","Census","United States"
"County","Jasper","IL","17079","=""17079""","71094","2019-2023","2022","Census","United States"
"County","Jefferson","IL","17081","=""17081""","61102","2019-2023","2022","Census","United States"
"County","Jersey","IL","17083","=""17083""","79104","2019-2023","2022","Census","United States"
"County","Jo Daviess","IL","17085","=""17085""","74954","2019-2023","2022","Census","United States"
"County","Johnson","IL","17087","=""17087""","65203","2019-2023","2022","Census","United States"
"County","Kane","IL","17089","=""17089""","100678","2019-2023","2022","Census","United States"
"County","Kankakee","IL","17091","=""17091""","68325","2019-2023","2022","Census","United States"
"County","Kendall","IL","17093","=""17093""","110474","2019-2023","2022","Census","United States"
"County","Knox","IL","17095","=""17095""","53291","2019-2023","2022","Census","United States"
"County","Lake","IL","17097","=""17097""","108917","2019-2023","2022","Census","United States"
"County","LaSalle","IL","17099","=""17099""","72281","2019-2023","2022","Census","United States"
"County","Lawrence","IL","17101","=""17101""","53438","2019-2023","2022","Census","United States"
"County","Lee","IL","17103","=""17103""","68459","2019-2023","2022","Census","United States"
"County","Livingston","IL","17105","=""17105""","70796","2019-2023","2022","Census","United States"
"County","Logan","IL","17107","=""17107""","64188","2019-2023","2022","Census","United States"
"County","McDonough","IL","17109","=""17109""","50434","2019-2023","2022","Census","United States"
"County","McHenry","IL","17111","=""17111""","102836","2019-2023","2022","Census","United States"
"County","McLean","IL","17113","=""17113""","78329","2019-2023","2022","Census","United States"
"County","Macon","IL","17115","=""17115""","62449","2019-2023","2022","Census","United States"
"County","Macoupin","IL","17117","=""17117""","68518","2019-2023","2022","Census","United States"
"County","Madison","IL","17119","=""17119""","74800","2019-2023","2022","Census","United States"
"County","Marion","IL","17121","=""17121""","60839","2019-2023","2022","Census","United States"
"County","Marshall","IL","17123","=""17123""","69818","2019-2023","2022","Census","United States"
"County","Mason","IL","17125","=""17125""","62127","2019-2023","2022","Census","United States"
"County","Massac","IL","17127","=""17127""","62584","2019-2023","2022","Census","United States"
"County","Menard","IL","17129","=""17129""","81334","2019-2023","2022","Census","United States"
"County","Mercer","IL","17131","=""17131""","71710","2019-2023","2022","Census","United States"
"County","Monroe","IL","17133","=""17133""","101635","2019-2023","2022","Census","United States"
"County","Montgomery","IL","17135","=""17135""","61863","2019-2023","2022","Census","United States"
"County","Morgan","IL","17137","=""17137""","65175","2019-2023","2022","Census","United States"
"County","Moultrie","IL","17139","=""17139""","71676","2019-2023","2022","Census","United States"
"County","Ogle","IL","17141","=""17141""","79244","2019-2023","2022","Census","United States"
"County","Peoria","IL","17143","=""17143""","64938","2019-2023","2022","Census","United States"
"County","Perry","IL","17145","=""17145""","59286","2019-2023","2022","Census","United States"
"County","Piatt","IL","17147","=""17147""","87516","2019-2023","2022","Census","United States"
"County","Pike","IL","17149","=""17149""","58029","2019-2023","2022","Census","United States"
"County","Pope","IL","17151","=""17151""","62500","2019-2023","2022","Census","United States"
"County","Pulaski","IL","17153","=""17153""","43227","2019-2023","2022","Census","United States"
"County","Putnam","IL","17155","=""17155""","77526","2019-2023","2022","Census","United States"
"County","Randolph","IL","17157","=""17157""","68870","2019-2023","2022","Census","United States"
"County","Richland","IL","17159","=""17159""","60404","2019-2023","2022","Census","United States"
"County","Rock Island","IL","17161","=""17161""","66768","2019-2023","2022","Census","United States"
"County","St. Clair","IL","17163","=""17163""","70178","2019-2023","2022","Census","United States"
"County","Saline","IL","17165","=""17165""","54945","2019-2023","2022","Census","United States"
"County","Sangamon","IL","17167","=""17167""","74114","2019-2023","2022","Census","United States"
"County","Schuyler","IL","17169","=""17169""","66059","2019-2023","2022","Census","United States"
"County","Scott","IL","17171","=""17171""","73013","2019-2023","2022","Census","United States"
"County","Shelby","IL","17173","=""17173""","68457","2019-2023","2022","Census","United States"
"County","Stark","IL","17175","=""17175""","62284","2019-2023","2022","Census","United States"
"County","Stephenson","IL","17177","=""17177""","61943","2019-2023","2022","Census","United States"
"County","Tazewell","IL","17179","=""17179""","76704","2019-2023","2022","Census","United States"
"County","Union","IL","17181","=""17181""","56420","2019-2023","2022","Census","United States"
"County","Vermilion","IL","17183","=""17183""","54537","2019-2023","2022","Census","United States"
"County","Wabash","IL","17185","=""17185""","53650","2019-2023","2022","Census","United States"
"County","Warren","IL","17187","=""17187""","64650","2019-2023","2022","Census","United States"
"County","Washington","IL","17189","=""17189""","75652","2019-2023","2022","Census","United States"
"County","Wayne","IL","17191","=""17191""","53107","2019-2023","2022","Census","United States"
"County","White","IL","17193","=""17193""","53097","2019-2023","2022","Census","United States"
"County","Whiteside","IL","17195","=""17195""","64536","2019-2023","2022","Census","United States"
"County","Will","IL","17197","=""17197""","107799","2019-2023","2022","Census","United States"
"County","Williamson","IL","17199","=""17199""","65521","2019-2023","2022","Census","United States"
"County","Winnebago","IL","17201","=""17201""","64363","2019-2023","2022","Census","United States"
"County","Woodford","IL","17203","=""17203""","85629","2019-2023","2022","Census","United States"
"County","Adams","IN","18001","=""18001""","63128","2019-2023","2022","Census","United States"
"County","Allen","IN","18003","=""18003""","68839","2019-2023","2022","Census","United States"
"County","Bartholomew","IN","18005","=""18005""","80365","2019-2023","2022","Census","United States"
"County","Benton","IN","18007","=""18007""","61811","2019-2023","2022","Census","United States"
"County","Blackford","IN","18009","=""18009""","47560","2019-2023","2022","Census","United States"
"County","Boone","IN","18011","=""18011""","104865","2019-2023","2022","Census","United States"
"County","Brown","IN","18013","=""18013""","72644","2019-2023","2022","Census","United States"
"County","Carroll","IN","18015","=""18015""","64003","2019-2023","2022","Census","United States"
"County","Cass","IN","18017","=""18017""","56525","2019-2023","2022","Census","United States"
"County","Clark","IN","18019","=""18019""","72298","2019-2023","2022","Census","United States"
"County","Clay","IN","18021","=""18021""","67676","2019-2023","2022","Census","United States"
"County","Clinton","IN","18023","=""18023""","63690","2019-2023","2022","Census","United States"
"County","Crawford","IN","18025","=""18025""","48993","2019-2023","2022","Census","United States"
"County","Daviess","IN","18027","=""18027""","68561","2019-2023","2022","Census","United States"
"County","Dearborn","IN","18029","=""18029""","82693","2019-2023","2022","Census","United States"
"County","Decatur","IN","18031","=""18031""","74228","2019-2023","2022","Census","United States"
"County","DeKalb","IN","18033","=""18033""","70080","2019-2023","2022","Census","United States"
"County","Delaware","IN","18035","=""18035""","56932","2019-2023","2022","Census","United States"
"County","Dubois","IN","18037","=""18037""","71918","2019-2023","2022","Census","United States"
"County","Elkhart","IN","18039","=""18039""","65617","2019-2023","2022","Census","United States"
"County","Fayette","IN","18041","=""18041""","56659","2019-2023","2022","Census","United States"
"County","Floyd","IN","18043","=""18043""","78179","2019-2023","2022","Census","United States"
"County","Fountain","IN","18045","=""18045""","62526","2019-2023","2022","Census","United States"
"County","Franklin","IN","18047","=""18047""","79702","2019-2023","2022","Census","United States"
"County","Fulton","IN","18049","=""18049""","62878","2019-2023","2022","Census","United States"
"County","Gibson","IN","18051","=""18051""","67763","2019-2023","2022","Census","United States"
"County","Grant","IN","18053","=""18053""","54007","2019-2023","2022","Census","United States"
"County","Greene","IN","18055","=""18055""","59753","2019-2023","2022","Census","United States"
"County","Hamilton","IN","18057","=""18057""","117957","2019-2023","2022","Census","United States"
"County","Hancock","IN","18059","=""18059""","91326","2019-2023","2022","Census","United States"
"County","Harrison","IN","18061","=""18061""","72468","2019-2023","2022","Census","United States"
"County","Hendricks","IN","18063","=""18063""","99988","2019-2023","2022","Census","United States"
"County","Henry","IN","18065","=""18065""","60144","2019-2023","2022","Census","United States"
"County","Howard","IN","18067","=""18067""","62496","2019-2023","2022","Census","United States"
"County","Huntington","IN","18069","=""18069""","62734","2019-2023","2022","Census","United States"
"County","Jackson","IN","18071","=""18071""","70208","2019-2023","2022","Census","United States"
"County","Jasper","IN","18073","=""18073""","79634","2019-2023","2022","Census","United States"
"County","Jay","IN","18075","=""18075""","54114","2019-2023","2022","Census","United States"
"County","Jefferson","IN","18077","=""18077""","59987","2019-2023","2022","Census","United States"
"County","Jennings","IN","18079","=""18079""","68476","2019-2023","2022","Census","United States"
"County","Johnson","IN","18081","=""18081""","87227","2019-2023","2022","Census","United States"
"County","Knox","IN","18083","=""18083""","58863","2019-2023","2022","Census","United States"
"County","Kosciusko","IN","18085","=""18085""","73922","2019-2023","2022","Census","United States"
"County","LaGrange","IN","18087","=""18087""","83741","2019-2023","2022","Census","United States"
"County","Lake","IN","18089","=""18089""","68985","2019-2023","2022","Census","United States"
"County","LaPorte","IN","18091","=""18091""","70452","2019-2023","2022","Census","United States"
"County","Lawrence","IN","18093","=""18093""","65551","2019-2023","2022","Census","United States"
"County","Madison","IN","18095","=""18095""","62632","2019-2023","2022","Census","United States"
"County","Marion","IN","18097","=""18097""","63450","2019-2023","2022","Census","United States"
"County","Marshall","IN","18099","=""18099""","68041","2019-2023","2022","Census","United States"
"County","Martin","IN","18101","=""18101""","65345","2019-2023","2022","Census","United States"
"County","Miami","IN","18103","=""18103""","61130","2019-2023","2022","Census","United States"
"County","Monroe","IN","18105","=""18105""","63372","2019-2023","2022","Census","United States"
"County","Montgomery","IN","18107","=""18107""","66571","2019-2023","2022","Census","United States"
"County","Morgan","IN","18109","=""18109""","79088","2019-2023","2022","Census","United States"
"County","Newton","IN","18111","=""18111""","68596","2019-2023","2022","Census","United States"
"County","Noble","IN","18113","=""18113""","70908","2019-2023","2022","Census","United States"
"County","Ohio","IN","18115","=""18115""","67942","2019-2023","2022","Census","United States"
"County","Orange","IN","18117","=""18117""","64758","2019-2023","2022","Census","United States"
"County","Owen","IN","18119","=""18119""","59586","2019-2023","2022","Census","United States"
"County","Parke","IN","18121","=""18121""","66776","2019-2023","2022","Census","United States"
"County","Perry","IN","18123","=""18123""","61099","2019-2023","2022","Census","United States"
"County","Pike","IN","18125","=""18125""","66250","2019-2023","2022","Census","United States"
"County","Porter","IN","18127","=""18127""","85828","2019-2023","2022","Census","United States"
"County","Posey","IN","18129","=""18129""","79124","2019-2023","2022","Census","United States"
"County","Pulaski","IN","18131","=""18131""","59956","2019-2023","2022","Census","United States"
"County","Putnam","IN","18133","=""18133""","76182","2019-2023","2022","Census","United States"
"County","Randolph","IN","18135","=""18135""","61121","2019-2023","2022","Census","United States"
"County","Ripley","IN","18137","=""18137""","71084","2019-2023","2022","Census","United States"
"County","Rush","IN","18139","=""18139""","64393","2019-2023","2022","Census","United States"
"County","St. Joseph","IN","18141","=""18141""","64885","2019-2023","2022","Census","United States"
"County","Scott","IN","18143","=""18143""","54583","2019-2023","2022","Census","United States"
"County","Shelby","IN","18145","=""18145""","71301","2019-2023","2022","Census","United States"
"County","Spencer","IN","18147","=""18147""","70890","2019-2023","2022","Census","United States"
"County","Starke","IN","18149","=""18149""","62933","2019-2023","2022","Census","United States"
"County","Steuben","IN","18151","=""18151""","71483","2019-2023","2022","Census","United States"
"County","Sullivan","IN","18153","=""18153""","54985","2019-2023","2022","Census","United States"
"County","Switzerland","IN","18155","=""18155""","65148","2019-2023","2022","Census","United States"
"County","Tippecanoe","IN","18157","=""18157""","58622","2019-2023","2022","Census","United States"
"County","Tipton","IN","18159","=""18159""","78309","2019-2023","2022","Census","United States"
"County","Union","IN","18161","=""18161""","79500","2019-2023","2022","Census","United States"
"County","Vanderburgh","IN","18163","=""18163""","60938","2019-2023","2022","Census","United States"
"County","Vermillion","IN","18165","=""18165""","59363","2019-2023","2022","Census","United States"
"County","Vigo","IN","18167","=""18167""","52525","2019-2023","2022","Census","United States"
"County","Wabash","IN","18169","=""18169""","68414","2019-2023","2022","Census","United States"
"County","Warren","IN","18171","=""18171""","74635","2019-2023","2022","Census","United States"
"County","Warrick","IN","18173","=""18173""","95027","2019-2023","2022","Census","United States"
"County","Washington","IN","18175","=""18175""","61358","2019-2023","2022","Census","United States"
"County","Wayne","IN","18177","=""18177""","56652","2019-2023","2022","Census","United States"
"County","Wells","IN","18179","=""18179""","69741","2019-2023","2022","Census","United States"
"County","White","IN","18181","=""18181""","66143","2019-2023","2022","Census","United States"
"County","Whitley","IN","18183","=""18183""","75790","2019-2023","2022","Census","United States"
"County","Adair","IA","19001","=""19001""","66176","2019-2023","2022","Census","United States"
"County","Adams","IA","19003","=""19003""","68828","2019-2023","2022","Census","United States"
"County","Allamakee","IA","19005","=""19005""","66000","2019-2023","2022","Census","United States"
"County","Appanoose","IA","19007","=""19007""","51146","2019-2023","2022","Census","United States"
"County","Audubon","IA","19009","=""19009""","54152","2019-2023","2022","Census","United States"
"County","Benton","IA","19011","=""19011""","84742","2019-2023","2022","Census","United States"
"County","Black Hawk","IA","19013","=""19013""","64581","2019-2023","2022","Census","United States"
"County","Boone","IA","19015","=""19015""","79741","2019-2023","2022","Census","United States"
"County","Bremer","IA","19017","=""19017""","83343","2019-2023","2022","Census","United States"
"County","Buchanan","IA","19019","=""19019""","78430","2019-2023","2022","Census","United States"
"County","Buena Vista","IA","19021","=""19021""","66564","2019-2023","2022","Census","United States"
"County","Butler","IA","19023","=""19023""","69651","2019-2023","2022","Census","United States"
"County","Calhoun","IA","19025","=""19025""","66875","2019-2023","2022","Census","United States"
"County","Carroll","IA","19027","=""19027""","68528","2019-2023","2022","Census","United States"
"County","Cass","IA","19029","=""19029""","61657","2019-2023","2022","Census","United States"
"County","Cedar","IA","19031","=""19031""","79080","2019-2023","2022","Census","United States"
"County","Cerro Gordo","IA","19033","=""19033""","65537","2019-2023","2022","Census","United States"
"County","Cherokee","IA","19035","=""19035""","64478","2019-2023","2022","Census","United States"
"County","Chickasaw","IA","19037","=""19037""","73421","2019-2023","2022","Census","United States"
"County","Clarke","IA","19039","=""19039""","66821","2019-2023","2022","Census","United States"
"County","Clay","IA","19041","=""19041""","64082","2019-2023","2022","Census","United States"
"County","Clayton","IA","19043","=""19043""","62326","2019-2023","2022","Census","United States"
"County","Clinton","IA","19045","=""19045""","65177","2019-2023","2022","Census","United States"
"County","Crawford","IA","19047","=""19047""","65039","2019-2023","2022","Census","United States"
"County","Dallas","IA","19049","=""19049""","102349","2019-2023","2022","Census","United States"
"County","Davis","IA","19051","=""19051""","79505","2019-2023","2022","Census","United States"
"County","Decatur","IA","19053","=""19053""","57146","2019-2023","2022","Census","United States"
"County","Delaware","IA","19055","=""19055""","76205","2019-2023","2022","Census","United States"
"County","Des Moines","IA","19057","=""19057""","60662","2019-2023","2022","Census","United States"
"County","Dickinson","IA","19059","=""19059""","74570","2019-2023","2022","Census","United States"
"County","Dubuque","IA","19061","=""19061""","75919","2019-2023","2022","Census","United States"
"County","Emmet","IA","19063","=""19063""","65181","2019-2023","2022","Census","United States"
"County","Fayette","IA","19065","=""19065""","58764","2019-2023","2022","Census","United States"
"County","Floyd","IA","19067","=""19067""","64500","2019-2023","2022","Census","United States"
"County","Franklin","IA","19069","=""19069""","63648","2019-2023","2022","Census","United States"
"County","Fremont","IA","19071","=""19071""","73750","2019-2023","2022","Census","United States"
"County","Greene","IA","19073","=""19073""","59159","2019-2023","2022","Census","United States"
"County","Grundy","IA","19075","=""19075""","83617","2019-2023","2022","Census","United States"
"County","Guthrie","IA","19077","=""19077""","79981","2019-2023","2022","Census","United States"
"County","Hamilton","IA","19079","=""19079""","71750","2019-2023","2022","Census","United States"
"County","Hancock","IA","19081","=""19081""","70212","2019-2023","2022","Census","United States"
"County","Hardin","IA","19083","=""19083""","64906","2019-2023","2022","Census","United States"
"County","Harrison","IA","19085","=""19085""","77027","2019-2023","2022","Census","United States"
"County","Henry","IA","19087","=""19087""","64604","2019-2023","2022","Census","United States"
"County","Howard","IA","19089","=""19089""","67336","2019-2023","2022","Census","United States"
"County","Humboldt","IA","19091","=""19091""","66994","2019-2023","2022","Census","United States"
"County","Ida","IA","19093","=""19093""","62841","2019-2023","2022","Census","United States"
"County","Iowa","IA","19095","=""19095""","72185","2019-2023","2022","Census","United States"
"County","Jackson","IA","19097","=""19097""","71605","2019-2023","2022","Census","United States"
"County","Jasper","IA","19099","=""19099""","70128","2019-2023","2022","Census","United States"
"County","Jefferson","IA","19101","=""19101""","56824","2019-2023","2022","Census","United States"
"County","Johnson","IA","19103","=""19103""","74721","2019-2023","2022","Census","United States"
"County","Jones","IA","19105","=""19105""","73071","2019-2023","2022","Census","United States"
"County","Keokuk","IA","19107","=""19107""","60856","2019-2023","2022","Census","United States"
"County","Kossuth","IA","19109","=""19109""","65656","2019-2023","2022","Census","United States"
"County","Lee","IA","19111","=""19111""","59803","2019-2023","2022","Census","United States"
"County","Linn","IA","19113","=""19113""","76421","2019-2023","2022","Census","United States"
"County","Louisa","IA","19115","=""19115""","80223","2019-2023","2022","Census","United States"
"County","Lucas","IA","19117","=""19117""","67921","2019-2023","2022","Census","United States"
"County","Lyon","IA","19119","=""19119""","72881","2019-2023","2022","Census","United States"
"County","Madison","IA","19121","=""19121""","89542","2019-2023","2022","Census","United States"
"County","Mahaska","IA","19123","=""19123""","69019","2019-2023","2022","Census","United States"
"County","Marion","IA","19125","=""19125""","78059","2019-2023","2022","Census","United States"
"County","Marshall","IA","19127","=""19127""","72785","2019-2023","2022","Census","United States"
"County","Mills","IA","19129","=""19129""","87810","2019-2023","2022","Census","United States"
"County","Mitchell","IA","19131","=""19131""","68704","2019-2023","2022","Census","United States"
"County","Monona","IA","19133","=""19133""","62944","2019-2023","2022","Census","United States"
"County","Monroe","IA","19135","=""19135""","72518","2019-2023","2022","Census","United States"
"County","Montgomery","IA","19137","=""19137""","63190","2019-2023","2022","Census","United States"
"County","Muscatine","IA","19139","=""19139""","69512","2019-2023","2022","Census","United States"
"County","O'Brien","IA","19141","=""19141""","68216","2019-2023","2022","Census","United States"
"County","Osceola","IA","19143","=""19143""","69138","2019-2023","2022","Census","United States"
"County","Page","IA","19145","=""19145""","57752","2019-2023","2022","Census","United States"
"County","Palo Alto","IA","19147","=""19147""","68963","2019-2023","2022","Census","United States"
"County","Plymouth","IA","19149","=""19149""","81600","2019-2023","2022","Census","United States"
"County","Pocahontas","IA","19151","=""19151""","63423","2019-2023","2022","Census","United States"
"County","Polk","IA","19153","=""19153""","81621","2019-2023","2022","Census","United States"
"County","Pottawattamie","IA","19155","=""19155""","71446","2019-2023","2022","Census","United States"
"County","Poweshiek","IA","19157","=""19157""","64837","2019-2023","2022","Census","United States"
"County","Ringgold","IA","19159","=""19159""","69821","2019-2023","2022","Census","United States"
