"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","People With Health Insurance","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"County","Henry","GA","13151","=""13151""","221393","2019-2023","2022","Census","United States"
"County","Houston","GA","13153","=""13153""","144029","2019-2023","2022","Census","United States"
"County","Irwin","GA","13155","=""13155""","7179","2019-2023","2022","Census","United States"
"County","Jackson","GA","13157","=""13157""","70460","2019-2023","2022","Census","United States"
"County","Jasper","GA","13159","=""13159""","13516","2019-2023","2022","Census","United States"
"County","Jeff Davis","GA","13161","=""13161""","11544","2019-2023","2022","Census","United States"
"County","Jefferson","GA","13163","=""13163""","12375","2019-2023","2022","Census","United States"
"County","Jenkins","GA","13165","=""13165""","6354","2019-2023","2022","Census","United States"
"County","Johnson","GA","13167","=""13167""","6836","2019-2023","2022","Census","United States"
"County","Jones","GA","13169","=""13169""","26040","2019-2023","2022","Census","United States"
"County","Lamar","GA","13171","=""13171""","16941","2019-2023","2022","Census","United States"
"County","Lanier","GA","13173","=""13173""","8000","2019-2023","2022","Census","United States"
"County","Laurens","GA","13175","=""13175""","42543","2019-2023","2022","Census","United States"
"County","Lee","GA","13177","=""13177""","29701","2019-2023","2022","Census","United States"
"County","Liberty","GA","13179","=""13179""","52759","2019-2023","2022","Census","United States"
"County","Lincoln","GA","13181","=""13181""","6683","2019-2023","2022","Census","United States"
"County","Long","GA","13183","=""13183""","14868","2019-2023","2022","Census","United States"
"County","Lowndes","GA","13185","=""13185""","96547","2019-2023","2022","Census","United States"
"County","Lumpkin","GA","13187","=""13187""","29372","2019-2023","2022","Census","United States"
"County","McDuffie","GA","13189","=""13189""","19063","2019-2023","2022","Census","United States"
"County","McIntosh","GA","13191","=""13191""","9795","2019-2023","2022","Census","United States"
"County","Macon","GA","13193","=""13193""","7629","2019-2023","2022","Census","United States"
"County","Madison","GA","13195","=""13195""","25544","2019-2023","2022","Census","United States"
"County","Marion","GA","13197","=""13197""","6076","2019-2023","2022","Census","United States"
"County","Meriwether","GA","13199","=""13199""","17706","2019-2023","2022","Census","United States"
"County","Miller","GA","13201","=""13201""","4850","2019-2023","2022","Census","United States"
"County","Mitchell","GA","13205","=""13205""","16126","2019-2023","2022","Census","United States"
"County","Monroe","GA","13207","=""13207""","24779","2019-2023","2022","Census","United States"
"County","Montgomery","GA","13209","=""13209""","6968","2019-2023","2022","Census","United States"
"County","Morgan","GA","13211","=""13211""","18569","2019-2023","2022","Census","United States"
"County","Murray","GA","13213","=""13213""","34523","2019-2023","2022","Census","United States"
"County","Muscogee","GA","13215","=""13215""","172849","2019-2023","2022","Census","United States"
"County","Newton","GA","13217","=""13217""","100616","2019-2023","2022","Census","United States"
"County","Oconee","GA","13219","=""13219""","39924","2019-2023","2022","Census","United States"
"County","Oglethorpe","GA","13221","=""13221""","13242","2019-2023","2022","Census","United States"
"County","Paulding","GA","13223","=""13223""","155372","2019-2023","2022","Census","United States"
"County","Peach","GA","13225","=""13225""","25015","2019-2023","2022","Census","United States"
"County","Pickens","GA","13227","=""13227""","29792","2019-2023","2022","Census","United States"
"County","Pierce","GA","13229","=""13229""","16940","2019-2023","2022","Census","United States"
"County","Pike","GA","13231","=""13231""","16493","2019-2023","2022","Census","United States"
"County","Polk","GA","13233","=""13233""","36926","2019-2023","2022","Census","United States"
"County","Pulaski","GA","13235","=""13235""","7713","2019-2023","2022","Census","United States"
"County","Putnam","GA","13237","=""13237""","19708","2019-2023","2022","Census","United States"
"County","Quitman","GA","13239","=""13239""","1652","2019-2023","2022","Census","United States"
"County","Rabun","GA","13241","=""13241""","14621","2019-2023","2022","Census","United States"
"County","Randolph","GA","13243","=""13243""","5715","2019-2023","2022","Census","United States"
"County","Richmond","GA","13245","=""13245""","171909","2019-2023","2022","Census","United States"
"County","Rockdale","GA","13247","=""13247""","80234","2019-2023","2022","Census","United States"
"County","Schley","GA","13249","=""13249""","4090","2019-2023","2022","Census","United States"
"County","Screven","GA","13251","=""13251""","12163","2019-2023","2022","Census","United States"
"County","Seminole","GA","13253","=""13253""","7504","2019-2023","2022","Census","United States"
"County","Spalding","GA","13255","=""13255""","58381","2019-2023","2022","Census","United States"
"County","Stephens","GA","13257","=""13257""","23104","2019-2023","2022","Census","United States"
"County","Stewart","GA","13259","=""13259""","3007","2019-2023","2022","Census","United States"
"County","Sumter","GA","13261","=""13261""","24660","2019-2023","2022","Census","United States"
"County","Talbot","GA","13263","=""13263""","4994","2019-2023","2022","Census","United States"
"County","Taliaferro","GA","13265","=""13265""","1495","2019-2023","2022","Census","United States"
"County","Tattnall","GA","13267","=""13267""","16946","2019-2023","2022","Census","United States"
"County","Taylor","GA","13269","=""13269""","6865","2019-2023","2022","Census","United States"
"County","Telfair","GA","13271","=""13271""","8569","2019-2023","2022","Census","United States"
"County","Terrell","GA","13273","=""13273""","7268","2019-2023","2022","Census","United States"
"County","Thomas","GA","13275","=""13275""","40284","2019-2023","2022","Census","United States"
"County","Tift","GA","13277","=""13277""","34169","2019-2023","2022","Census","United States"
"County","Toombs","GA","13279","=""13279""","22233","2019-2023","2022","Census","United States"
"County","Towns","GA","13281","=""13281""","10929","2019-2023","2022","Census","United States"
"County","Treutlen","GA","13283","=""13283""","5250","2019-2023","2022","Census","United States"
"County","Troup","GA","13285","=""13285""","60789","2019-2023","2022","Census","United States"
"County","Turner","GA","13287","=""13287""","7565","2019-2023","2022","Census","United States"
"County","Twiggs","GA","13289","=""13289""","6791","2019-2023","2022","Census","United States"
"County","Union","GA","13291","=""13291""","21867","2019-2023","2022","Census","United States"
"County","Upson","GA","13293","=""13293""","24274","2019-2023","2022","Census","United States"
"County","Walker","GA","13295","=""13295""","58067","2019-2023","2022","Census","United States"
"County","Walton","GA","13297","=""13297""","87991","2019-2023","2022","Census","United States"
"County","Ware","GA","13299","=""13299""","28290","2019-2023","2022","Census","United States"
"County","Warren","GA","13301","=""13301""","4725","2019-2023","2022","Census","United States"
"County","Washington","GA","13303","=""13303""","15670","2019-2023","2022","Census","United States"
"County","Wayne","GA","13305","=""13305""","23230","2019-2023","2022","Census","United States"
"County","Webster","GA","13307","=""13307""","1858","2019-2023","2022","Census","United States"
"County","Wheeler","GA","13309","=""13309""","5007","2019-2023","2022","Census","United States"
"County","White","GA","13311","=""13311""","24763","2019-2023","2022","Census","United States"
"County","Whitfield","GA","13313","=""13313""","84357","2019-2023","2022","Census","United States"
"County","Wilcox","GA","13315","=""13315""","6004","2019-2023","2022","Census","United States"
"County","Wilkes","GA","13317","=""13317""","7701","2019-2023","2022","Census","United States"
"County","Wilkinson","GA","13319","=""13319""","7612","2019-2023","2022","Census","United States"
"County","Worth","GA","13321","=""13321""","17557","2019-2023","2022","Census","United States"
"County","Hawaii","HI","15001","=""15001""","193563","2019-2023","2022","Census","United States"
"County","Honolulu","HI","15003","=""15003""","915542","2019-2023","2022","Census","United States"
"County","Kalawao","HI","15005","=""15005""","40","2019-2023","2022","Census","United States"
"County","Kauai","HI","15007","=""15007""","69839","2019-2023","2022","Census","United States"
"County","Maui","HI","15009","=""15009""","155683","2019-2023","2022","Census","United States"
"County","Ada","ID","16001","=""16001""","465415","2019-2023","2022","Census","United States"
"County","Adams","ID","16003","=""16003""","4028","2019-2023","2022","Census","United States"
"County","Bannock","ID","16005","=""16005""","81062","2019-2023","2022","Census","United States"
"County","Bear Lake","ID","16007","=""16007""","5995","2019-2023","2022","Census","United States"
"County","Benewah","ID","16009","=""16009""","8435","2019-2023","2022","Census","United States"
"County","Bingham","ID","16011","=""16011""","44186","2019-2023","2022","Census","United States"
"County","Blaine","ID","16013","=""16013""","21960","2019-2023","2022","Census","United States"
"County","Boise","ID","16015","=""16015""","7116","2019-2023","2022","Census","United States"
"County","Bonner","ID","16017","=""16017""","43892","2019-2023","2022","Census","United States"
"County","Bonneville","ID","16019","=""16019""","115596","2019-2023","2022","Census","United States"
"County","Boundary","ID","16021","=""16021""","10857","2019-2023","2022","Census","United States"
"County","Butte","ID","16023","=""16023""","2429","2019-2023","2022","Census","United States"
"County","Camas","ID","16025","=""16025""","989","2019-2023","2022","Census","United States"
"County","Canyon","ID","16027","=""16027""","212419","2019-2023","2022","Census","United States"
"County","Caribou","ID","16029","=""16029""","6510","2019-2023","2022","Census","United States"
"County","Cassia","ID","16031","=""16031""","21959","2019-2023","2022","Census","United States"
"County","Clark","ID","16033","=""16033""","637","2019-2023","2022","Census","United States"
"County","Clearwater","ID","16035","=""16035""","7146","2019-2023","2022","Census","United States"
"County","Custer","ID","16037","=""16037""","3751","2019-2023","2022","Census","United States"
"County","Elmore","ID","16039","=""16039""","22367","2019-2023","2022","Census","United States"
"County","Franklin","ID","16041","=""16041""","13009","2019-2023","2022","Census","United States"
"County","Fremont","ID","16043","=""16043""","11586","2019-2023","2022","Census","United States"
"County","Gem","ID","16045","=""16045""","17271","2019-2023","2022","Census","United States"
"County","Gooding","ID","16047","=""16047""","12584","2019-2023","2022","Census","United States"
"County","Idaho","ID","16049","=""16049""","14063","2019-2023","2022","Census","United States"
"County","Jefferson","ID","16051","=""16051""","29338","2019-2023","2022","Census","United States"
"County","Jerome","ID","16053","=""16053""","20741","2019-2023","2022","Census","United States"
"County","Kootenai","ID","16055","=""16055""","159344","2019-2023","2022","Census","United States"
"County","Latah","ID","16057","=""16057""","37103","2019-2023","2022","Census","United States"
"County","Lemhi","ID","16059","=""16059""","7500","2019-2023","2022","Census","United States"
"County","Lewis","ID","16061","=""16061""","3171","2019-2023","2022","Census","United States"
"County","Lincoln","ID","16063","=""16063""","4406","2019-2023","2022","Census","United States"
"County","Madison","ID","16065","=""16065""","50495","2019-2023","2022","Census","United States"
"County","Minidoka","ID","16067","=""16067""","19033","2019-2023","2022","Census","United States"
"County","Nez Perce","ID","16069","=""16069""","38003","2019-2023","2022","Census","United States"
"County","Oneida","ID","16071","=""16071""","4313","2019-2023","2022","Census","United States"
"County","Owyhee","ID","16073","=""16073""","9564","2019-2023","2022","Census","United States"
"County","Payette","ID","16075","=""16075""","23904","2019-2023","2022","Census","United States"
"County","Power","ID","16077","=""16077""","6601","2019-2023","2022","Census","United States"
"County","Shoshone","ID","16079","=""16079""","11943","2019-2023","2022","Census","United States"
"County","Teton","ID","16081","=""16081""","10312","2019-2023","2022","Census","United States"
"County","Twin Falls","ID","16083","=""16083""","81939","2019-2023","2022","Census","United States"
"County","Valley","ID","16085","=""16085""","10838","2019-2023","2022","Census","United States"
"County","Washington","ID","16087","=""16087""","9628","2019-2023","2022","Census","United States"
"County","Adams","IL","17001","=""17001""","60986","2019-2023","2022","Census","United States"
"County","Alexander","IL","17003","=""17003""","4398","2019-2023","2022","Census","United States"
"County","Bond","IL","17005","=""17005""","14615","2019-2023","2022","Census","United States"
"County","Boone","IL","17007","=""17007""","50465","2019-2023","2022","Census","United States"
"County","Brown","IL","17009","=""17009""","4388","2019-2023","2022","Census","United States"
"County","Bureau","IL","17011","=""17011""","30683","2019-2023","2022","Census","United States"
"County","Calhoun","IL","17013","=""17013""","4273","2019-2023","2022","Census","United States"
"County","Carroll","IL","17015","=""17015""","13439","2019-2023","2022","Census","United States"
"County","Cass","IL","17017","=""17017""","11798","2019-2023","2022","Census","United States"
"County","Champaign","IL","17019","=""17019""","194225","2019-2023","2022","Census","United States"
"County","Christian","IL","17021","=""17021""","30631","2019-2023","2022","Census","United States"
"County","Clark","IL","17023","=""17023""","14331","2019-2023","2022","Census","United States"
"County","Clay","IL","17025","=""17025""","12271","2019-2023","2022","Census","United States"
"County","Clinton","IL","17027","=""17027""","33189","2019-2023","2022","Census","United States"
"County","Coles","IL","17029","=""17029""","43032","2019-2023","2022","Census","United States"
"County","Cook","IL","17031","=""17031""","4680731","2019-2023","2022","Census","United States"
"County","Crawford","IL","17033","=""17033""","16296","2019-2023","2022","Census","United States"
"County","Cumberland","IL","17035","=""17035""","9677","2019-2023","2022","Census","United States"
"County","DeKalb","IL","17037","=""17037""","95033","2019-2023","2022","Census","United States"
"County","De Witt","IL","17039","=""17039""","14637","2019-2023","2022","Census","United States"
"County","Douglas","IL","17041","=""17041""","16215","2019-2023","2022","Census","United States"
"County","DuPage","IL","17043","=""17043""","872200","2019-2023","2022","Census","United States"
"County","Edgar","IL","17045","=""17045""","15538","2019-2023","2022","Census","United States"
"County","Edwards","IL","17047","=""17047""","5645","2019-2023","2022","Census","United States"
"County","Effingham","IL","17049","=""17049""","32429","2019-2023","2022","Census","United States"
"County","Fayette","IL","17051","=""17051""","18515","2019-2023","2022","Census","United States"
"County","Ford","IL","17053","=""17053""","12266","2019-2023","2022","Census","United States"
"County","Franklin","IL","17055","=""17055""","34301","2019-2023","2022","Census","United States"
"County","Fulton","IL","17057","=""17057""","30015","2019-2023","2022","Census","United States"
"County","Gallatin","IL","17059","=""17059""","4650","2019-2023","2022","Census","United States"
"County","Greene","IL","17061","=""17061""","11061","2019-2023","2022","Census","United States"
"County","Grundy","IL","17063","=""17063""","50650","2019-2023","2022","Census","United States"
"County","Hamilton","IL","17065","=""17065""","7184","2019-2023","2022","Census","United States"
"County","Hancock","IL","17067","=""17067""","16087","2019-2023","2022","Census","United States"
"County","Hardin","IL","17069","=""17069""","3406","2019-2023","2022","Census","United States"
"County","Henderson","IL","17071","=""17071""","6053","2019-2023","2022","Census","United States"
"County","Henry","IL","17073","=""17073""","46280","2019-2023","2022","Census","United States"
"County","Iroquois","IL","17075","=""17075""","24684","2019-2023","2022","Census","United States"
"County","Jackson","IL","17077","=""17077""","48633","2019-2023","2022","Census","United States"
"County","Jasper","IL","17079","=""17079""","8718","2019-2023","2022","Census","United States"
"County","Jefferson","IL","17081","=""17081""","32726","2019-2023","2022","Census","United States"
"County","Jersey","IL","17083","=""17083""","19899","2019-2023","2022","Census","United States"
"County","Jo Daviess","IL","17085","=""17085""","20609","2019-2023","2022","Census","United States"
"County","Johnson","IL","17087","=""17087""","10589","2019-2023","2022","Census","United States"
"County","Kane","IL","17089","=""17089""","471935","2019-2023","2022","Census","United States"
"County","Kankakee","IL","17091","=""17091""","99448","2019-2023","2022","Census","United States"
"County","Kendall","IL","17093","=""17093""","128728","2019-2023","2022","Census","United States"
"County","Knox","IL","17095","=""17095""","44282","2019-2023","2022","Census","United States"
"County","Lake","IL","17097","=""17097""","645490","2019-2023","2022","Census","United States"
"County","LaSalle","IL","17099","=""17099""","101935","2019-2023","2022","Census","United States"
"County","Lawrence","IL","17101","=""17101""","12495","2019-2023","2022","Census","United States"
"County","Lee","IL","17103","=""17103""","30331","2019-2023","2022","Census","United States"
"County","Livingston","IL","17105","=""17105""","32109","2019-2023","2022","Census","United States"
"County","Logan","IL","17107","=""17107""","24728","2019-2023","2022","Census","United States"
"County","McDonough","IL","17109","=""17109""","24983","2019-2023","2022","Census","United States"
"County","McHenry","IL","17111","=""17111""","295300","2019-2023","2022","Census","United States"
"County","McLean","IL","17113","=""17113""","162392","2019-2023","2022","Census","United States"
"County","Macon","IL","17115","=""17115""","96592","2019-2023","2022","Census","United States"
"County","Macoupin","IL","17117","=""17117""","42156","2019-2023","2022","Census","United States"
"County","Madison","IL","17119","=""17119""","249602","2019-2023","2022","Census","United States"
"County","Marion","IL","17121","=""17121""","34220","2019-2023","2022","Census","United States"
"County","Marshall","IL","17123","=""17123""","11042","2019-2023","2022","Census","United States"
"County","Mason","IL","17125","=""17125""","12095","2019-2023","2022","Census","United States"
"County","Massac","IL","17127","=""17127""","12525","2019-2023","2022","Census","United States"
"County","Menard","IL","17129","=""17129""","11683","2019-2023","2022","Census","United States"
"County","Mercer","IL","17131","=""17131""","14650","2019-2023","2022","Census","United States"
"County","Monroe","IL","17133","=""17133""","33907","2019-2023","2022","Census","United States"
"County","Montgomery","IL","17135","=""17135""","24712","2019-2023","2022","Census","United States"
"County","Morgan","IL","17137","=""17137""","29912","2019-2023","2022","Census","United States"
"County","Moultrie","IL","17139","=""17139""","12370","2019-2023","2022","Census","United States"
"County","Ogle","IL","17141","=""17141""","48866","2019-2023","2022","Census","United States"
"County","Peoria","IL","17143","=""17143""","166876","2019-2023","2022","Census","United States"
"County","Perry","IL","17145","=""17145""","17738","2019-2023","2022","Census","United States"
"County","Piatt","IL","17147","=""17147""","16128","2019-2023","2022","Census","United States"
"County","Pike","IL","17149","=""17149""","13446","2019-2023","2022","Census","United States"
"County","Pope","IL","17151","=""17151""","3533","2019-2023","2022","Census","United States"
"County","Pulaski","IL","17153","=""17153""","4592","2019-2023","2022","Census","United States"
"County","Putnam","IL","17155","=""17155""","5423","2019-2023","2022","Census","United States"
"County","Randolph","IL","17157","=""17157""","25910","2019-2023","2022","Census","United States"
"County","Richland","IL","17159","=""17159""","14566","2019-2023","2022","Census","United States"
"County","Rock Island","IL","17161","=""17161""","131993","2019-2023","2022","Census","United States"
"County","St. Clair","IL","17163","=""17163""","234688","2019-2023","2022","Census","United States"
"County","Saline","IL","17165","=""17165""","21625","2019-2023","2022","Census","United States"
"County","Sangamon","IL","17167","=""17167""","185933","2019-2023","2022","Census","United States"
"County","Schuyler","IL","17169","=""17169""","6193","2019-2023","2022","Census","United States"
"County","Scott","IL","17171","=""17171""","4558","2019-2023","2022","Census","United States"
"County","Shelby","IL","17173","=""17173""","19659","2019-2023","2022","Census","United States"
"County","Stark","IL","17175","=""17175""","4936","2019-2023","2022","Census","United States"
"County","Stephenson","IL","17177","=""17177""","40978","2019-2023","2022","Census","United States"
"County","Tazewell","IL","17179","=""17179""","121453","2019-2023","2022","Census","United States"
"County","Union","IL","17181","=""17181""","15503","2019-2023","2022","Census","United States"
"County","Vermilion","IL","17183","=""17183""","67409","2019-2023","2022","Census","United States"
"County","Wabash","IL","17185","=""17185""","10557","2019-2023","2022","Census","United States"
"County","Warren","IL","17187","=""17187""","15422","2019-2023","2022","Census","United States"
"County","Washington","IL","17189","=""17189""","13049","2019-2023","2022","Census","United States"
"County","Wayne","IL","17191","=""17191""","14105","2019-2023","2022","Census","United States"
"County","White","IL","17193","=""17193""","12750","2019-2023","2022","Census","United States"
"County","Whiteside","IL","17195","=""17195""","51406","2019-2023","2022","Census","United States"
"County","Will","IL","17197","=""17197""","655180","2019-2023","2022","Census","United States"
"County","Williamson","IL","17199","=""17199""","61456","2019-2023","2022","Census","United States"
"County","Winnebago","IL","17201","=""17201""","263078","2019-2023","2022","Census","United States"
"County","Woodford","IL","17203","=""17203""","35813","2019-2023","2022","Census","United States"
"County","Adams","IN","18001","=""18001""","27238","2019-2023","2022","Census","United States"
"County","Allen","IN","18003","=""18003""","353594","2019-2023","2022","Census","United States"
"County","Bartholomew","IN","18005","=""18005""","77652","2019-2023","2022","Census","United States"
"County","Benton","IN","18007","=""18007""","8091","2019-2023","2022","Census","United States"
"County","Blackford","IN","18009","=""18009""","10972","2019-2023","2022","Census","United States"
"County","Boone","IN","18011","=""18011""","69261","2019-2023","2022","Census","United States"
"County","Brown","IN","18013","=""18013""","14470","2019-2023","2022","Census","United States"
"County","Carroll","IN","18015","=""18015""","17935","2019-2023","2022","Census","United States"
"County","Cass","IN","18017","=""18017""","34431","2019-2023","2022","Census","United States"
"County","Clark","IN","18019","=""18019""","113819","2019-2023","2022","Census","United States"
"County","Clay","IN","18021","=""18021""","24511","2019-2023","2022","Census","United States"
"County","Clinton","IN","18023","=""18023""","30024","2019-2023","2022","Census","United States"
"County","Crawford","IN","18025","=""18025""","9749","2019-2023","2022","Census","United States"
"County","Daviess","IN","18027","=""18027""","25171","2019-2023","2022","Census","United States"
"County","Dearborn","IN","18029","=""18029""","47923","2019-2023","2022","Census","United States"
"County","Decatur","IN","18031","=""18031""","24932","2019-2023","2022","Census","United States"
"County","DeKalb","IN","18033","=""18033""","40213","2019-2023","2022","Census","United States"
"County","Delaware","IN","18035","=""18035""","102565","2019-2023","2022","Census","United States"
"County","Dubois","IN","18037","=""18037""","40988","2019-2023","2022","Census","United States"
"County","Elkhart","IN","18039","=""18039""","174636","2019-2023","2022","Census","United States"
"County","Fayette","IN","18041","=""18041""","21685","2019-2023","2022","Census","United States"
"County","Floyd","IN","18043","=""18043""","75203","2019-2023","2022","Census","United States"
"County","Fountain","IN","18045","=""18045""","15296","2019-2023","2022","Census","United States"
"County","Franklin","IN","18047","=""18047""","21257","2019-2023","2022","Census","United States"
"County","Fulton","IN","18049","=""18049""","18254","2019-2023","2022","Census","United States"
"County","Gibson","IN","18051","=""18051""","31096","2019-2023","2022","Census","United States"
"County","Grant","IN","18053","=""18053""","60930","2019-2023","2022","Census","United States"
"County","Greene","IN","18055","=""18055""","28160","2019-2023","2022","Census","United States"
"County","Hamilton","IN","18057","=""18057""","339759","2019-2023","2022","Census","United States"
"County","Hancock","IN","18059","=""18059""","76805","2019-2023","2022","Census","United States"
"County","Harrison","IN","18061","=""18061""","37185","2019-2023","2022","Census","United States"
"County","Hendricks","IN","18063","=""18063""","165585","2019-2023","2022","Census","United States"
"County","Henry","IN","18065","=""18065""","42705","2019-2023","2022","Census","United States"
"County","Howard","IN","18067","=""18067""","76930","2019-2023","2022","Census","United States"
"County","Huntington","IN","18069","=""18069""","34002","2019-2023","2022","Census","United States"
"County","Jackson","IN","18071","=""18071""","41453","2019-2023","2022","Census","United States"
"County","Jasper","IN","18073","=""18073""","31455","2019-2023","2022","Census","United States"
"County","Jay","IN","18075","=""18075""","18128","2019-2023","2022","Census","United States"
"County","Jefferson","IN","18077","=""18077""","29242","2019-2023","2022","Census","United States"
"County","Jennings","IN","18079","=""18079""","24888","2019-2023","2022","Census","United States"
"County","Johnson","IN","18081","=""18081""","153800","2019-2023","2022","Census","United States"
"County","Knox","IN","18083","=""18083""","32975","2019-2023","2022","Census","United States"
"County","Kosciusko","IN","18085","=""18085""","70859","2019-2023","2022","Census","United States"
"County","LaGrange","IN","18087","=""18087""","22528","2019-2023","2022","Census","United States"
"County","Lake","IN","18089","=""18089""","461583","2019-2023","2022","Census","United States"
"County","LaPorte","IN","18091","=""18091""","98628","2019-2023","2022","Census","United States"
"County","Lawrence","IN","18093","=""18093""","41621","2019-2023","2022","Census","United States"
"County","Madison","IN","18095","=""18095""","116673","2019-2023","2022","Census","United States"
"County","Marion","IN","18097","=""18097""","876253","2019-2023","2022","Census","United States"
"County","Marshall","IN","18099","=""18099""","39691","2019-2023","2022","Census","United States"
"County","Martin","IN","18101","=""18101""","9031","2019-2023","2022","Census","United States"
"County","Miami","IN","18103","=""18103""","31016","2019-2023","2022","Census","United States"
"County","Monroe","IN","18105","=""18105""","131385","2019-2023","2022","Census","United States"
"County","Montgomery","IN","18107","=""18107""","34570","2019-2023","2022","Census","United States"
"County","Morgan","IN","18109","=""18109""","67666","2019-2023","2022","Census","United States"
"County","Newton","IN","18111","=""18111""","12886","2019-2023","2022","Census","United States"
"County","Noble","IN","18113","=""18113""","41294","2019-2023","2022","Census","United States"
"County","Ohio","IN","18115","=""18115""","5566","2019-2023","2022","Census","United States"
"County","Orange","IN","18117","=""18117""","18104","2019-2023","2022","Census","United States"
"County","Owen","IN","18119","=""18119""","19213","2019-2023","2022","Census","United States"
"County","Parke","IN","18121","=""18121""","12915","2019-2023","2022","Census","United States"
"County","Perry","IN","18123","=""18123""","16815","2019-2023","2022","Census","United States"
"County","Pike","IN","18125","=""18125""","11489","2019-2023","2022","Census","United States"
"County","Porter","IN","18127","=""18127""","164284","2019-2023","2022","Census","United States"
"County","Posey","IN","18129","=""18129""","23920","2019-2023","2022","Census","United States"
"County","Pulaski","IN","18131","=""18131""","11382","2019-2023","2022","Census","United States"
"County","Putnam","IN","18133","=""18133""","33381","2019-2023","2022","Census","United States"
"County","Randolph","IN","18135","=""18135""","22260","2019-2023","2022","Census","United States"
"County","Ripley","IN","18137","=""18137""","26640","2019-2023","2022","Census","United States"
"County","Rush","IN","18139","=""18139""","15267","2019-2023","2022","Census","United States"
"County","St. Joseph","IN","18141","=""18141""","250069","2019-2023","2022","Census","United States"
"County","Scott","IN","18143","=""18143""","23207","2019-2023","2022","Census","United States"
"County","Shelby","IN","18145","=""18145""","41586","2019-2023","2022","Census","United States"
"County","Spencer","IN","18147","=""18147""","18914","2019-2023","2022","Census","United States"
"County","Starke","IN","18149","=""18149""","21756","2019-2023","2022","Census","United States"
"County","Steuben","IN","18151","=""18151""","32240","2019-2023","2022","Census","United States"
"County","Sullivan","IN","18153","=""18153""","17426","2019-2023","2022","Census","United States"
"County","Switzerland","IN","18155","=""18155""","8527","2019-2023","2022","Census","United States"
"County","Tippecanoe","IN","18157","=""18157""","175452","2019-2023","2022","Census","United States"
"County","Tipton","IN","18159","=""18159""","13917","2019-2023","2022","Census","United States"
"County","Union","IN","18161","=""18161""","6419","2019-2023","2022","Census","United States"
"County","Vanderburgh","IN","18163","=""18163""","164479","2019-2023","2022","Census","United States"
"County","Vermillion","IN","18165","=""18165""","14638","2019-2023","2022","Census","United States"
"County","Vigo","IN","18167","=""18167""","94636","2019-2023","2022","Census","United States"
"County","Wabash","IN","18169","=""18169""","27921","2019-2023","2022","Census","United States"
"County","Warren","IN","18171","=""18171""","7967","2019-2023","2022","Census","United States"
"County","Warrick","IN","18173","=""18173""","61800","2019-2023","2022","Census","United States"
"County","Washington","IN","18175","=""18175""","25546","2019-2023","2022","Census","United States"
"County","Wayne","IN","18177","=""18177""","58133","2019-2023","2022","Census","United States"
"County","Wells","IN","18179","=""18179""","25898","2019-2023","2022","Census","United States"
"County","White","IN","18181","=""18181""","22737","2019-2023","2022","Census","United States"
"County","Whitley","IN","18183","=""18183""","31420","2019-2023","2022","Census","United States"
"County","Adair","IA","19001","=""19001""","6977","2019-2023","2022","Census","United States"
"County","Adams","IA","19003","=""19003""","3440","2019-2023","2022","Census","United States"
"County","Allamakee","IA","19005","=""19005""","12880","2019-2023","2022","Census","United States"
"County","Appanoose","IA","19007","=""19007""","10815","2019-2023","2022","Census","United States"
"County","Audubon","IA","19009","=""19009""","5325","2019-2023","2022","Census","United States"
"County","Benton","IA","19011","=""19011""","24666","2019-2023","2022","Census","United States"
"County","Black Hawk","IA","19013","=""19013""","123548","2019-2023","2022","Census","United States"
"County","Boone","IA","19015","=""19015""","25246","2019-2023","2022","Census","United States"
"County","Bremer","IA","19017","=""19017""","24242","2019-2023","2022","Census","United States"
"County","Buchanan","IA","19019","=""19019""","19274","2019-2023","2022","Census","United States"
"County","Buena Vista","IA","19021","=""19021""","19052","2019-2023","2022","Census","United States"
"County","Butler","IA","19023","=""19023""","13555","2019-2023","2022","Census","United States"
"County","Calhoun","IA","19025","=""19025""","8924","2019-2023","2022","Census","United States"
"County","Carroll","IA","19027","=""19027""","19816","2019-2023","2022","Census","United States"
"County","Cass","IA","19029","=""19029""","12344","2019-2023","2022","Census","United States"
"County","Cedar","IA","19031","=""19031""","17472","2019-2023","2022","Census","United States"
"County","Cerro Gordo","IA","19033","=""19033""","40622","2019-2023","2022","Census","United States"
"County","Cherokee","IA","19035","=""19035""","10610","2019-2023","2022","Census","United States"
"County","Chickasaw","IA","19037","=""19037""","10831","2019-2023","2022","Census","United States"
"County","Clarke","IA","19039","=""19039""","9015","2019-2023","2022","Census","United States"
"County","Clay","IA","19041","=""19041""","15474","2019-2023","2022","Census","United States"
"County","Clayton","IA","19043","=""19043""","15593","2019-2023","2022","Census","United States"
"County","Clinton","IA","19045","=""19045""","43511","2019-2023","2022","Census","United States"
"County","Crawford","IA","19047","=""19047""","14728","2019-2023","2022","Census","United States"
"County","Dallas","IA","19049","=""19049""","99322","2019-2023","2022","Census","United States"
"County","Davis","IA","19051","=""19051""","6466","2019-2023","2022","Census","United States"
"County","Decatur","IA","19053","=""19053""","6974","2019-2023","2022","Census","United States"
"County","Delaware","IA","19055","=""19055""","16676","2019-2023","2022","Census","United States"
"County","Des Moines","IA","19057","=""19057""","36624","2019-2023","2022","Census","United States"
