County,State,Median_Household_Income,GeoID,Total_Population,Insured,Uninsured,Percent_Insured,Percent_Uninsured
Decatur,IN,74228.0,18031,26411.0,24932.0,1027.0,94.4000605808186,3.8885312937791072
DeKalb,IN,70080.0,18033,43584.0,40213.0,2953.0,92.26551027900148,6.775422173274596
Delaware,IN,56932.0,18035,112109.0,102565.0,7915.0,91.48685654140168,7.06009330205425
Dubois,IN,71918.0,18037,43563.0,40988.0,1879.0,94.08902049904736,4.313293391180589
Elkhart,IN,65617.0,18039,206868.0,174636.0,30177.0,84.41904982887638,14.587563083705552
Fayette,IN,56659.0,18041,23390.0,21685.0,1372.0,92.7105600684053,5.865754595981189
Floyd,IN,78179.0,18043,80512.0,75203.0,4046.0,93.40595190779014,5.025337837837838
Fountain,IN,62526.0,18045,16546.0,15296.0,1131.0,92.445304000967,6.835488939925058
Franklin,IN,79702.0,18047,22929.0,21257.0,1611.0,92.7079244624711,7.026036896506607
Fulton,IN,62878.0,18049,20411.0,18254.0,2005.0,89.43216892851893,9.823134584292784
Gibson,IN,67763.0,18051,32986.0,31096.0,1375.0,94.27029648941976,4.168435093676106
Grant,IN,54007.0,18053,66377.0,60930.0,4703.0,91.7938442532805,7.0852855657833285
Greene,IN,59753.0,18055,30954.0,28160.0,2479.0,90.97370291400142,8.008658008658008
Hamilton,IN,117957.0,18057,357176.0,339759.0,14899.0,95.12369252133402,4.171332900306852
Hancock,IN,91326.0,18059,82013.0,76805.0,4210.0,93.64978722885397,5.133332520454075
Harrison,IN,72468.0,18061,39785.0,37185.0,2182.0,93.46487369611664,5.484479075028277
Hendricks,IN,99988.0,18063,179379.0,165585.0,9843.0,92.310136638068,5.4872643954978
Henry,IN,60144.0,18065,48896.0,42705.0,3068.0,87.33843259162303,6.274541884816753
Howard,IN,62496.0,18067,83610.0,76930.0,5530.0,92.0105250568114,6.614041382609735
Huntington,IN,62734.0,18069,36757.0,34002.0,2269.0,92.50482901216095,6.172973855320075
Jackson,IN,70208.0,18071,46319.0,41453.0,4179.0,89.49459185215571,9.022215505516094
Jasper,IN,79634.0,18073,33198.0,31455.0,1447.0,94.7496837158865,4.358696307006446
Jay,IN,54114.0,18075,20281.0,18128.0,1948.0,89.38415265519451,9.605049060697205
Jefferson,IN,59987.0,18077,33074.0,29242.0,2814.0,88.41385982947331,8.508193747354417
Jennings,IN,68476.0,18079,27584.0,24888.0,2463.0,90.2262180974478,8.92908932714617
Johnson,IN,87227.0,18081,163983.0,153800.0,7745.0,93.79020996078862,4.723050560119037
Knox,IN,58863.0,18083,36108.0,32975.0,2457.0,91.32325246482776,6.804586241276171
Kosciusko,IN,73922.0,18085,80357.0,70859.0,8816.0,88.18024565377004,10.971041726296402
LaGrange,IN,83741.0,18087,40596.0,22528.0,17912.0,55.49315203468323,44.122573652576605
Lake,IN,68985.0,18089,498990.0,461583.0,33545.0,92.50345698310586,6.722579610813844
LaPorte,IN,70452.0,18091,112141.0,98628.0,6751.0,87.94999152852213,6.020099695918532
Lawrence,IN,65551.0,18093,45077.0,41621.0,2858.0,92.33311888546264,6.340262217982564
Madison,IN,62632.0,18095,130949.0,116673.0,10168.0,89.09804580409167,7.764855019893241
Marion,IN,63450.0,18097,971822.0,876253.0,86460.0,90.1659974769042,8.896690957809145
Marshall,IN,68041.0,18099,46225.0,39691.0,5933.0,85.8647917793402,12.835045970795026
Martin,IN,65345.0,18101,9854.0,9031.0,689.0,91.64806170083214,6.992084432717678
Miami,IN,61130.0,18103,35772.0,31016.0,2504.0,86.70468522867047,6.999888180699989
Monroe,IN,63372.0,18105,139822.0,131385.0,7350.0,93.96589950079388,5.256683497589792
Montgomery,IN,66571.0,18107,38155.0,34570.0,3098.0,90.60411479491547,8.119512514742498
Morgan,IN,79088.0,18109,72202.0,67666.0,3650.0,93.71762555053876,5.055261627101743
Newton,IN,68596.0,18111,13859.0,12886.0,790.0,92.97929143516848,5.700266974529187
Noble,IN,70908.0,18113,47417.0,41294.0,5488.0,87.08690975810363,11.573908092034504
Ohio,IN,67942.0,18115,5993.0,5566.0,376.0,92.87502085766728,6.273986317370266
Orange,IN,64758.0,18117,19746.0,18104.0,1380.0,91.68439177554949,6.988757216651474
Owen,IN,59586.0,18119,21434.0,19213.0,2003.0,89.63795838387608,9.34496594196137
Parke,IN,66776.0,18121,16346.0,12915.0,2401.0,79.01015538969779,14.688608833965496
Perry,IN,61099.0,18123,19218.0,16815.0,974.0,87.49609740867936,5.068165261733791
Pike,IN,66250.0,18125,12187.0,11489.0,519.0,94.27258554197095,4.258636251743661
Porter,IN,85828.0,18127,174150.0,164284.0,8243.0,94.33476887740454,4.733275911570485
Posey,IN,79124.0,18129,25163.0,23920.0,980.0,95.06020744744266,3.89460716130827
Pulaski,IN,59956.0,18131,12441.0,11382.0,918.0,91.48782252230528,7.378828068483241
Putnam,IN,76182.0,18133,37091.0,33381.0,1364.0,89.99757353535898,3.677441967054002
Randolph,IN,61121.0,18135,24425.0,22260.0,1812.0,91.13613101330604,7.418628454452405
Ripley,IN,71084.0,18137,29039.0,26640.0,1914.0,91.73869623609627,6.591136058404215
Rush,IN,64393.0,18139,16734.0,15267.0,1310.0,91.23341699533884,7.828373371578821
St. Joseph,IN,64885.0,18141,272574.0,250069.0,19804.0,91.74352652857571,7.265549905713678
Scott,IN,54583.0,18143,24468.0,23207.0,886.0,94.84632990027792,3.621056073238516
Shelby,IN,71301.0,18145,45104.0,41586.0,2727.0,92.20024831500533,6.046026959914864
Spencer,IN,70890.0,18147,19871.0,18914.0,745.0,95.18393638971364,3.7491822253535294
Starke,IN,62933.0,18149,23300.0,21756.0,1509.0,93.37339055793991,6.476394849785408
Steuben,IN,71483.0,18151,34648.0,32240.0,2174.0,93.05010390210111,6.274532440544908
Sullivan,IN,54985.0,18153,20766.0,17426.0,1279.0,83.91601656553982,6.15910623133969
Switzerland,IN,65148.0,18155,9914.0,8527.0,1289.0,86.00968327617511,13.001815614282831
Tippecanoe,IN,58622.0,18157,187399.0,175452.0,10285.0,93.6248325764812,5.4882896920474495
Tipton,IN,78309.0,18159,15329.0,13917.0,1207.0,90.78870115467414,7.873964381238176
Union,IN,79500.0,18161,7028.0,6419.0,555.0,91.33466135458168,7.896983494593056
Vanderburgh,IN,60938.0,18163,179908.0,164479.0,12863.0,91.42395001889857,7.149765435667119
Vermillion,IN,59363.0,18165,15452.0,14638.0,602.0,94.7320735179912,3.895935801190784
Vigo,IN,52525.0,18167,106201.0,94636.0,7917.0,89.1102720313368,7.454732064669824
Wabash,IN,68414.0,18169,30901.0,27921.0,2024.0,90.35629914889486,6.549949839811009
Warren,IN,74635.0,18171,8469.0,7967.0,411.0,94.07249970480576,4.852993269571378
Warrick,IN,95027.0,18173,64650.0,61800.0,1987.0,95.59164733178656,3.073472544470224
Washington,IN,61358.0,18175,28167.0,25546.0,2307.0,90.6947846771044,8.190435616146555
Wayne,IN,56652.0,18177,66377.0,58133.0,6940.0,87.58003525317505,10.455428838302424
Wells,IN,69741.0,18179,28261.0,25898.0,1821.0,91.6386539754432,6.443508722267436
White,IN,66143.0,18181,24709.0,22737.0,1759.0,92.01910235136994,7.118863571977823
Whitley,IN,75790.0,18183,34388.0,31420.0,2668.0,91.36908223799,7.758520414097942
Adair,IA,66176.0,19001,7471.0,6977.0,336.0,93.3877660286441,4.497389907642886
Adams,IA,68828.0,19003,3641.0,3440.0,146.0,94.47953858829992,4.0098873935731945
Allamakee,IA,66000.0,19005,14038.0,12880.0,917.0,91.75096167545234,6.532269554067531
Appanoose,IA,51146.0,19007,12242.0,10815.0,1298.0,88.3434079398791,10.602842672765886
Audubon,IA,54152.0,19009,5622.0,5325.0,179.0,94.7171824973319,3.183920313055852
Benton,IA,84742.0,19011,25698.0,24666.0,766.0,95.98412327807613,2.9807767141411783
Black Hawk,IA,64581.0,19013,130693.0,123548.0,5673.0,94.5329895250702,4.34070684734454
Boone,IA,79741.0,19015,26669.0,25246.0,958.0,94.66421688102292,3.592185683752672
Bremer,IA,83343.0,19017,25118.0,24242.0,544.0,96.51246118321522,2.1657775300581257
Buchanan,IA,78430.0,19019,20645.0,19274.0,1209.0,93.35916686849116,5.856139501089852
Buena Vista,IA,66564.0,19021,20684.0,19052.0,1322.0,92.10984335718427,6.391413653065172
Butler,IA,69651.0,19023,14301.0,13555.0,530.0,94.78358156772254,3.706034543038948
Calhoun,IA,66875.0,19025,9858.0,8924.0,278.0,90.52546155406776,2.8200446337999594
Carroll,IA,68528.0,19027,20677.0,19816.0,513.0,95.83595299124632,2.48101755573826
Cass,IA,61657.0,19029,13115.0,12344.0,542.0,94.12123522683947,4.132672512390393
Cedar,IA,79080.0,19031,18427.0,17472.0,692.0,94.81738752916915,3.75535898409942
Cerro Gordo,IA,65537.0,19033,42785.0,40622.0,1583.0,94.94448989131703,3.699894822951969
Cherokee,IA,64478.0,19035,11587.0,10610.0,687.0,91.56813670492794,5.929058427548115
Chickasaw,IA,73421.0,19037,11868.0,10831.0,898.0,91.26221772834514,7.566565554432087
Clarke,IA,66821.0,19039,9690.0,9015.0,509.0,93.03405572755418,5.252837977296182
Clay,IA,64082.0,19041,16446.0,15474.0,741.0,94.0897482670558,4.505654870485224
Clayton,IA,62326.0,19043,17069.0,15593.0,1277.0,91.3527447419298,7.481399027476712
Clinton,IA,65177.0,19045,46383.0,43511.0,2275.0,93.80807623482742,4.904814263846668
Crawford,IA,65039.0,19047,16289.0,14728.0,1380.0,90.4168457241083,8.471974952421881
Dallas,IA,102349.0,19049,104136.0,99322.0,4230.0,95.37719904739956,4.061995851578705
Davis,IA,79505.0,19051,9127.0,6466.0,2552.0,70.84474635696286,27.960994850443736
Decatur,IA,57146.0,19053,7669.0,6974.0,598.0,90.93754074846784,7.797626809231972
Delaware,IA,76205.0,19055,17549.0,16676.0,699.0,95.02535757023192,3.983132942047981
Des Moines,IA,60662.0,19057,38597.0,36624.0,1529.0,94.88820374640515,3.961447780915616
Dickinson,IA,74570.0,19059,17844.0,16978.0,659.0,95.14682806545618,3.6931181349473214
Dubuque,IA,75919.0,19061,98948.0,94263.0,3402.0,95.26518979666088,3.438169543598658
Emmet,IA,65181.0,19063,9316.0,8588.0,492.0,92.18548733361958,5.28123658222413
Fayette,IA,58764.0,19065,19393.0,18147.0,887.0,93.57500128912494,4.573815294178312
Floyd,IA,64500.0,19067,15502.0,14673.0,625.0,94.65230292865436,4.031737840278674
Franklin,IA,63648.0,19069,9977.0,8785.0,1050.0,88.05252079783502,10.52420567304801
Fremont,IA,73750.0,19071,6570.0,6186.0,248.0,94.15525114155253,3.7747336377473366
Greene,IA,59159.0,19073,8722.0,8329.0,292.0,95.49415271726669,3.3478559963311163
Grundy,IA,83617.0,19075,12352.0,11896.0,315.0,96.30829015544042,2.5501943005181347
Guthrie,IA,79981.0,19077,10646.0,10179.0,355.0,95.61337591583693,3.334585759909825
Hamilton,IA,71750.0,19079,14893.0,14058.0,627.0,94.39333915262203,4.210031558450279
Hancock,IA,70212.0,19081,10718.0,10016.0,496.0,93.45027057286808,4.627729053927972
Hardin,IA,64906.0,19083,16729.0,15488.0,800.0,92.58174427640624,4.78211489031024
Harrison,IA,77027.0,19085,14645.0,13790.0,600.0,94.16182997610106,4.096961420279959
Henry,IA,64604.0,19087,20228.0,18188.0,857.0,89.91496934941665,4.236701601740163
Howard,IA,67336.0,19089,9459.0,8398.0,891.0,88.78316946823132,9.419600380589914
Humboldt,IA,66994.0,19091,9573.0,8897.0,570.0,92.93847278804972,5.954246317768725
Ida,IA,62841.0,19093,6944.0,6413.0,370.0,92.35311059907832,5.328341013824884
Iowa,IA,72185.0,19095,16547.0,15898.0,399.0,96.07783888318124,2.411313228984106
Jackson,IA,71605.0,19097,19429.0,18185.0,1043.0,93.59720006176336,5.368263935354367
Jasper,IA,70128.0,19099,37864.0,34670.0,1501.0,91.56454679907036,3.964187618846397
Jefferson,IA,56824.0,19101,15676.0,14391.0,1113.0,91.8027558050523,7.100025516713447
Johnson,IA,74721.0,19103,154881.0,145273.0,7815.0,93.79652765671707,5.045809363317644
Jones,IA,73071.0,19105,20799.0,19169.0,522.0,92.16308476369056,2.5097360450021635
Keokuk,IA,60856.0,19107,9964.0,9520.0,328.0,95.54395824969892,3.291850662384584
Kossuth,IA,65656.0,19109,14610.0,13799.0,557.0,94.44900752908968,3.8124572210814502
Lee,IA,59803.0,19111,33175.0,30501.0,1521.0,91.939713639789,4.584777694046722
Linn,IA,76421.0,19113,229463.0,218710.0,8715.0,95.313841447205,3.797997934307492
Louisa,IA,80223.0,19115,10710.0,10039.0,539.0,93.73482726423904,5.032679738562091
Lucas,IA,67921.0,19117,8685.0,7919.0,681.0,91.18019573978124,7.841105354058722
Lyon,IA,72881.0,19119,12087.0,11381.0,523.0,94.15901381649708,4.326962852651609
Madison,IA,89542.0,19121,16760.0,15788.0,805.0,94.20047732696898,4.8031026252983295
Mahaska,IA,69019.0,19123,22045.0,20715.0,1016.0,93.9668859151735,4.608754819687004
Marion,IA,78059.0,19125,33551.0,32370.0,844.0,96.47998569342197,2.515573306309797
Marshall,IA,72785.0,19127,39971.0,36748.0,2110.0,91.9366540742038,5.27882714968352
Mills,IA,87810.0,19129,14563.0,13882.0,376.0,95.3237657076152,2.581885600494404
Mitchell,IA,68704.0,19131,10548.0,9595.0,752.0,90.96511186954874,7.129313613955252
Monona,IA,62944.0,19133,8619.0,8166.0,279.0,94.74416985729202,3.237034458753916
Monroe,IA,72518.0,19135,7546.0,7208.0,186.0,95.52080572488735,2.4648820567187912
Montgomery,IA,63190.0,19137,10254.0,9806.0,263.0,95.6309732787205,2.564852740393993
Muscatine,IA,69512.0,19139,42735.0,40293.0,1662.0,94.28571428571428,3.8890838890838895
O'Brien,IA,68216.0,19141,14103.0,13328.0,497.0,94.50471530879956,3.5240728922924203
Osceola,IA,69138.0,19143,6114.0,5539.0,461.0,90.59535492312725,7.540071965979718
Page,IA,57752.0,19145,15168.0,13409.0,671.0,88.40321729957806,4.423786919831223
Palo Alto,IA,68963.0,19147,8902.0,8285.0,436.0,93.06897326443496,4.897775780723433
Plymouth,IA,81600.0,19149,25699.0,23943.0,1424.0,93.16704930152925,5.541071637028678
Pocahontas,IA,63423.0,19151,7040.0,6418.0,490.0,91.16477272727272,6.9602272727272725
Polk,IA,81621.0,19153,497441.0,467813.0,24050.0,94.04391676600842,4.834744220922682
Pottawattamie,IA,71446.0,19155,93407.0,87514.0,4405.0,93.69105099189568,4.7159206483454135
Poweshiek,IA,64837.0,19157,18582.0,17638.0,661.0,94.91981487460984,3.557205898181035
Ringgold,IA,69821.0,19159,4664.0,4114.0,351.0,88.20754716981132,7.525728987993138
Sac,IA,70991.0,19161,9759.0,9099.0,500.0,93.23701198893328,5.123475765959627
Scott,IA,76363.0,19163,174302.0,163219.0,9375.0,93.64149579465526,5.378595770559144
Shelby,IA,67690.0,19165,11757.0,11187.0,373.0,95.15182444501148,3.1725780386152933
Sioux,IA,84736.0,19167,35984.0,33569.0,2030.0,93.2886838594931,5.641396176078257
Story,IA,69006.0,19169,98592.0,93557.0,4461.0,94.89309477442389,4.52470788704966
Tama,IA,67955.0,19171,16982.0,15445.0,1168.0,90.94924037215876,6.877870686609351
Taylor,IA,67279.0,19173,5901.0,5493.0,304.0,93.08591764107778,5.151669208608711
Union,IA,56813.0,19175,12038.0,10972.0,937.0,91.14470842332614,7.783684997507892
Van Buren,IA,60183.0,19177,7236.0,6296.0,873.0,87.00939745715866,12.064676616915424
Wapello,IA,60034.0,19179,35265.0,32321.0,2493.0,91.65177938465902,7.069332199064228
Warren,IA,92990.0,19181,53484.0,51702.0,1150.0,96.66816244110387,2.150175753496373
Washington,IA,71339.0,19183,22539.0,20575.0,1601.0,91.28621500510226,7.1032432672256975
Wayne,IA,59118.0,19185,6518.0,5609.0,803.0,86.05400429579626,12.319729978521018
Webster,IA,68054.0,19187,36848.0,32400.0,2614.0,87.92878853669127,7.094007815892314
Winnebago,IA,63719.0,19189,10648.0,9995.0,468.0,93.86739293764089,4.395191585274231
Winneshiek,IA,75652.0,19191,19972.0,19179.0,572.0,96.0294412177048,2.864009613458842
Woodbury,IA,70147.0,19193,105760.0,97825.0,6783.0,92.49716338880484,6.41357791225416
Worth,IA,76875.0,19195,7380.0,6817.0,480.0,92.37127371273712,6.504065040650407
Wright,IA,64033.0,19197,12817.0,11972.0,685.0,93.40719357103846,5.344464383241008
Allen,KS,57618.0,20001,12491.0,11153.0,1178.0,89.28828756704827,9.430790168921623
Anderson,KS,64925.0,20003,7819.0,6873.0,827.0,87.90126614656606,10.576800102314875
Atchison,KS,62164.0,20005,16211.0,14650.0,1396.0,90.37073592005429,8.611436678798347
Barber,KS,57615.0,20007,4153.0,3827.0,284.0,92.15025282928003,6.838430050565856
Barton,KS,56733.0,20009,25275.0,22106.0,2803.0,87.46191889218595,11.090009891196836
Bourbon,KS,67555.0,20011,14384.0,13091.0,1112.0,91.01084538375972,7.730812013348165
Brown,KS,58886.0,20013,9415.0,8355.0,954.0,88.74137015400956,10.132766861391396
Butler,KS,80375.0,20015,67916.0,60724.0,4088.0,89.41044820071853,6.0192001884681074
Chase,KS,54518.0,20017,2579.0,2274.0,184.0,88.17371074059713,7.1345482745250095
Chautauqua,KS,54592.0,20019,3370.0,2900.0,420.0,86.05341246290801,12.462908011869436
Cherokee,KS,58274.0,20021,19236.0,17148.0,1904.0,89.14535246412976,9.8981077147016
Cheyenne,KS,55765.0,20023,2628.0,2196.0,390.0,83.56164383561644,14.840182648401823
Clark,KS,65515.0,20025,1987.0,1826.0,114.0,91.897332662305,5.737292400603926
Clay,KS,63136.0,20027,8071.0,7292.0,519.0,90.34816007929624,6.430429934332796
Cloud,KS,57333.0,20029,8973.0,7866.0,867.0,87.6629889669007,9.66232029421598
Coffey,KS,67377.0,20031,8304.0,7223.0,951.0,86.98217726396918,11.452312138728324
Comanche,KS,49417.0,20033,1685.0,1476.0,148.0,87.59643916913946,8.783382789317509
Cowley,KS,58263.0,20035,34487.0,30601.0,2719.0,88.73198596572621,7.884130251979006
Crawford,KS,50311.0,20037,38963.0,34062.0,4394.0,87.42139978954393,11.277365705926137
Decatur,KS,52030.0,20039,2746.0,2500.0,194.0,91.04151493080846,7.064821558630735
Dickinson,KS,67982.0,20041,18423.0,16598.0,1491.0,90.09390435868208,8.093144439016447
Doniphan,KS,72833.0,20043,7492.0,6841.0,550.0,91.31073144687667,7.3411639081687134
Douglas,KS,68756.0,20045,119547.0,109549.0,9324.0,91.63676211029971,7.799442896935933
Edwards,KS,53792.0,20047,2817.0,2491.0,265.0,88.42740504082357,9.407170749023784
Elk,KS,56087.0,20049,2464.0,2236.0,219.0,90.74675324675324,8.887987012987013
Ellis,KS,59889.0,20051,28870.0,26611.0,2069.0,92.17526844475232,7.166608936612401
Ellsworth,KS,66792.0,20053,6366.0,5180.0,184.0,81.36977693999373,2.890355010995916
Finney,KS,72437.0,20055,38001.0,32893.0,4846.0,86.5582484671456,12.752295992210732
Ford,KS,70495.0,20057,34133.0,29096.0,4639.0,85.24301995136672,13.590953036650747
Franklin,KS,72142.0,20059,25994.0,23856.0,1944.0,91.77502500577056,7.478648918981304
Geary,KS,57344.0,20061,35895.0,28315.0,2443.0,78.88285276500906,6.805961833124391
Gove,KS,63203.0,20063,2796.0,2532.0,219.0,90.55793991416309,7.832618025751073
Graham,KS,52909.0,20065,2406.0,2245.0,130.0,93.308395677473,5.403158769742311
Grant,KS,72484.0,20067,7284.0,6018.0,1205.0,82.61943986820428,16.543108182317408
Gray,KS,77885.0,20069,5696.0,4967.0,644.0,87.20154494382022,11.3061797752809
Greeley,KS,78819.0,20071,1296.0,1126.0,144.0,86.88271604938271,11.11111111111111
Greenwood,KS,58276.0,20073,5956.0,5296.0,588.0,88.91873740765615,9.87239758226998
Hamilton,KS,61929.0,20075,2485.0,1902.0,573.0,76.53923541247485,23.058350100603626
Harper,KS,55417.0,20077,5446.0,4832.0,483.0,88.7256702166728,8.868894601542417
Harvey,KS,73269.0,20079,33823.0,30190.0,2945.0,89.2587883984271,8.707092806670017
Haskell,KS,69138.0,20081,3695.0,3000.0,640.0,81.19079837618403,17.320703653585927
Hodgeman,KS,63125.0,20083,1676.0,1541.0,113.0,91.945107398568,6.742243436754176
Jackson,KS,72703.0,20085,13277.0,12042.0,1067.0,90.69819989455448,8.036454018227008
Jefferson,KS,77393.0,20087,18391.0,17305.0,869.0,94.0949377412865,4.725137295416236
Jewell,KS,52344.0,20089,2909.0,2720.0,159.0,93.50292196631143,5.465795806118941
Johnson,KS,107261.0,20091,614764.0,578547.0,31334.0,94.10879622098886,5.09691523901855
Kearny,KS,74135.0,20093,3910.0,3399.0,441.0,86.9309462915601,11.278772378516624
Kingman,KS,59819.0,20095,7284.0,6553.0,593.0,89.96430532674354,8.14113124656782
Kiowa,KS,73214.0,20097,2422.0,2159.0,193.0,89.14120561519405,7.968620974401321
Labette,KS,55439.0,20099,19949.0,17516.0,2087.0,87.80389994485938,10.461677277056497
Lane,KS,53042.0,20101,1497.0,1241.0,249.0,82.89913159652639,16.63326653306613
Leavenworth,KS,86906.0,20103,82493.0,70343.0,5235.0,85.27147757991587,6.34599299334489
Lincoln,KS,53546.0,20105,2924.0,2674.0,199.0,91.4500683994528,6.805745554035568
Linn,KS,59200.0,20107,9723.0,8720.0,954.0,89.68425383112208,9.811786485652576
Logan,KS,71389.0,20109,2720.0,2454.0,237.0,90.22058823529412,8.713235294117647
Lyon,KS,59078.0,20111,32145.0,28250.0,3492.0,87.88303002022087,10.86327578161456
McPherson,KS,77701.0,20113,30130.0,27721.0,1655.0,92.00464653169598,5.492864254895453
Marion,KS,63438.0,20115,11795.0,10684.0,825.0,90.58075455701568,6.994489190334888
Marshall,KS,70828.0,20117,10001.0,9309.0,492.0,93.08069193080692,4.91950804919508
Meade,KS,74868.0,20119,3949.0,3524.0,336.0,89.23778171689035,8.508483160293745
Miami,KS,88000.0,20121,34625.0,31848.0,2197.0,91.9797833935018,6.345126353790614
Mitchell,KS,58233.0,20123,5767.0,5160.0,482.0,89.47459684411305,8.357898387376453
Montgomery,KS,53242.0,20125,31143.0,27147.0,3567.0,87.16886619786149,11.453617185242267
Morris,KS,56716.0,20127,5388.0,4921.0,365.0,91.33259094283594,6.774313288789903
Morton,KS,65625.0,20129,2647.0,2290.0,288.0,86.5130336229694,10.880241783150735
Nemaha,KS,77375.0,20131,10213.0,9458.0,496.0,92.60746107901694,4.85655537060609
Neosho,KS,55704.0,20133,15715.0,13716.0,1811.0,87.27966910594974,11.52402163538021
Ness,KS,66107.0,20135,2659.0,2361.0,238.0,88.79277924031591,8.950733358405415
Norton,KS,50305.0,20137,5392.0,3982.0,419.0,73.85014836795251,7.7707715133531154
Osage,KS,70216.0,20139,15780.0,14286.0,1299.0,90.532319391635,8.2319391634981
Osborne,KS,59408.0,20141,3473.0,3188.0,183.0,91.79383818024762,5.269219694788367
Ottawa,KS,76755.0,20143,5782.0,5331.0,350.0,92.19993081978554,6.053268765133172
Pawnee,KS,63625.0,20145,6220.0,4829.0,601.0,77.63665594855306,9.662379421221864
Phillips,KS,61235.0,20147,4874.0,4506.0,293.0,92.44973327862128,6.011489536315142
Pottawatomie,KS,87694.0,20149,25808.0,23959.0,1453.0,92.835554866708,5.630037197768134
Pratt,KS,64348.0,20151,9120.0,8160.0,769.0,89.47368421052632,8.432017543859649
Rawlins,KS,65000.0,20153,2533.0,2284.0,213.0,90.16975917883931,8.409001184366364
Reno,KS,60498.0,20155,61693.0,53553.0,5368.0,86.80563435073671,8.701149238973628
Republic,KS,53611.0,20157,4662.0,4291.0,303.0,92.04204204204204,6.4993564993565
Rice,KS,63947.0,20159,9389.0,8606.0,617.0,91.66045372244116,6.571519863670253
Riley,KS,59560.0,20161,71710.0,60351.0,4223.0,84.15981034723191,5.888997350439269
Rooks,KS,61596.0,20163,4869.0,4426.0,231.0,90.9016225097556,4.74430067775724
Rush,KS,60288.0,20165,2957.0,2710.0,171.0,91.64693946567468,5.782888062225228
Russell,KS,53902.0,20167,6717.0,6028.0,589.0,89.7424445436951,8.768795593270804
Saline,KS,63316.0,20169,53801.0,47843.0,5290.0,88.92585639672124,9.832530993847698
Scott,KS,67788.0,20171,5071.0,4640.0,335.0,91.50069019917176,6.606192072569512
Sedgwick,KS,67675.0,20173,524810.0,460316.0,56522.0,87.71098111697567,10.769992949829463
Seward,KS,62269.0,20175,21640.0,18497.0,2983.0,85.47597042513864,13.784658040665434
Shawnee,KS,66043.0,20177,178315.0,160357.0,14444.0,89.92905812747105,8.100271990578472
Sheridan,KS,70000.0,20179,2442.0,2237.0,177.0,91.6052416052416,7.248157248157248
Sherman,KS,64444.0,20181,5919.0,5275.0,579.0,89.1197837472546,9.78205778003041
Smith,KS,57024.0,20183,3579.0,3241.0,286.0,90.55602123498184,7.991058955015368
Stafford,KS,63786.0,20185,4004.0,3609.0,297.0,90.13486513486514,7.417582417582418
Stanton,KS,70361.0,20187,2018.0,1518.0,470.0,75.22299306243806,23.290386521308225
Stevens,KS,61909.0,20189,5212.0,4201.0,903.0,80.60245587106677,17.325402916346892
Sumner,KS,60348.0,20191,22386.0,20044.0,1952.0,89.53810417225051,8.719735549003842
Thomas,KS,73575.0,20193,7913.0,6824.0,969.0,86.23783647162897,12.245671679514723
Trego,KS,73375.0,20195,2778.0,2577.0,142.0,92.7645788336933,5.111591072714183
Wabaunsee,KS,70536.0,20197,6961.0,6165.0,682.0,88.56486137049274,9.797442896135612
Wallace,KS,60263.0,20199,1459.0,1352.0,83.0,92.66620973269364,5.68882796435915
Washington,KS,62452.0,20201,5519.0,5139.0,282.0,93.11469469106724,5.109621308208009
Wichita,KS,71282.0,20203,2115.0,1924.0,172.0,90.96926713947992,8.132387706855793
Wilson,KS,57056.0,20205,8559.0,7849.0,582.0,91.70463839233555,6.799859796705222
Woodson,KS,48152.0,20207,3118.0,2920.0,166.0,93.64977549711352,5.323925593329057
Wyandotte,KS,60582.0,20209,167277.0,136411.0,29487.0,81.54797132899323,17.627647554654853
Adair,KY,50316.0,21001,19016.0,17462.0,1297.0,91.82793437105596,6.820572149768616
Allen,KY,59029.0,21003,21029.0,18788.0,2048.0,89.34328784060106,9.738931951115129
Anderson,KY,71747.0,21005,24098.0,23119.0,870.0,95.93742219271309,3.6102581127064486
Ballard,KY,64740.0,21007,7678.0,7257.0,298.0,94.5168012503256,3.881219067465485
Barren,KY,49171.0,21009,44670.0,40473.0,3551.0,90.60443250503694,7.9494067606895005
Bath,KY,54128.0,21011,12812.0,11752.0,978.0,91.72650640024976,7.633468623165782
Bell,KY,32403.0,21013,23878.0,21797.0,1572.0,91.28486472903928,6.583465951922271
Boone,KY,94752.0,21015,137676.0,129523.0,7219.0,94.07812545396438,5.243470176356083
Bourbon,KY,56322.0,21017,20174.0,19471.0,559.0,96.51531674432438,2.770893228908496
Boyd,KY,60659.0,21019,48043.0,44101.0,2183.0,91.79485044647502,4.543846137834856
Boyle,KY,61635.0,21021,30708.0,27404.0,1765.0,89.2405887716556,5.747687898918849
Bracken,KY,59521.0,21023,8427.0,7980.0,417.0,94.69562121751513,4.948380206479174
Breathitt,KY,41101.0,21025,13438.0,12986.0,363.0,96.63640422681948,2.701294835541003
Breckinridge,KY,53673.0,21027,20722.0,19061.0,1357.0,91.98436444358651,6.548595695396198
Bullitt,KY,77640.0,21029,83209.0,80388.0,2422.0,96.60974173466812,2.910742828299824
Butler,KY,52003.0,21031,12373.0,11049.0,1145.0,89.29928069182898,9.254020851854843
Caldwell,KY,57618.0,21033,12631.0,11277.0,1200.0,89.28034201567571,9.500435436624178
Calloway,KY,51854.0,21035,37882.0,34887.0,2659.0,92.09387043978673,7.019164774827094
