Geography_Type_Description,Geography_Name,Sits_in_State,GeoID,Median_Household_Income,Data_Time_Period
County,Elmore,ID,16039,58976.0,2019-2023
County,Franklin,ID,16041,65991.0,2019-2023
County,Fremont,ID,16043,72767.0,2019-2023
County,Gem,ID,16045,66245.0,2019-2023
County,Gooding,ID,16047,62395.0,2019-2023
County,Idaho,ID,16049,60975.0,2019-2023
County,Jefferson,ID,16051,82952.0,2019-2023
County,Jerome,ID,16053,69338.0,2019-2023
County,Kootenai,ID,16055,77034.0,2019-2023
County,Latah,ID,16057,65179.0,2019-2023
County,Lemhi,ID,16059,52057.0,2019-2023
County,Lewis,ID,16061,49643.0,2019-2023
County,Lincoln,ID,16063,66038.0,2019-2023
County,Madison,ID,16065,58259.0,2019-2023
County,Minidoka,ID,16067,70060.0,2019-2023
County,Nez Perce,ID,16069,71466.0,2019-2023
County,Oneida,ID,16071,72563.0,2019-2023
County,Owyhee,ID,16073,59773.0,2019-2023
County,Payette,ID,16075,65723.0,2019-2023
County,Power,ID,16077,59760.0,2019-2023
County,Shoshone,ID,16079,49975.0,2019-2023
County,Teton,ID,16081,90740.0,2019-2023
County,Twin Falls,ID,16083,65338.0,2019-2023
County,Valley,ID,16085,76125.0,2019-2023
County,Washington,ID,16087,53608.0,2019-2023
County,Adams,IL,17001,64962.0,2019-2023
County,Alexander,IL,17003,43523.0,2019-2023
County,Bond,IL,17005,61603.0,2019-2023
County,Boone,IL,17007,81638.0,2019-2023
County,Brown,IL,17009,72288.0,2019-2023
County,Bureau,IL,17011,65894.0,2019-2023
County,Calhoun,IL,17013,92095.0,2019-2023
County,Carroll,IL,17015,60871.0,2019-2023
County,Cass,IL,17017,64907.0,2019-2023
County,Champaign,IL,17019,63091.0,2019-2023
County,Christian,IL,17021,59253.0,2019-2023
County,Clark,IL,17023,70625.0,2019-2023
County,Clay,IL,17025,57266.0,2019-2023
County,Clinton,IL,17027,82314.0,2019-2023
County,Coles,IL,17029,56040.0,2019-2023
County,Cook,IL,17031,81797.0,2019-2023
County,Crawford,IL,17033,67614.0,2019-2023
County,Cumberland,IL,17035,69826.0,2019-2023
County,DeKalb,IL,17037,69022.0,2019-2023
County,De Witt,IL,17039,64802.0,2019-2023
County,Douglas,IL,17041,74186.0,2019-2023
County,DuPage,IL,17043,110502.0,2019-2023
County,Edgar,IL,17045,56909.0,2019-2023
County,Edwards,IL,17047,59386.0,2019-2023
County,Effingham,IL,17049,75380.0,2019-2023
County,Fayette,IL,17051,57113.0,2019-2023
County,Ford,IL,17053,60782.0,2019-2023
County,Franklin,IL,17055,53471.0,2019-2023
County,Fulton,IL,17057,58617.0,2019-2023
County,Gallatin,IL,17059,54626.0,2019-2023
County,Greene,IL,17061,60976.0,2019-2023
County,Grundy,IL,17063,93060.0,2019-2023
County,Hamilton,IL,17065,61520.0,2019-2023
County,Hancock,IL,17067,65044.0,2019-2023
County,Hardin,IL,17069,57155.0,2019-2023
County,Henderson,IL,17071,65651.0,2019-2023
County,Henry,IL,17073,69912.0,2019-2023
County,Iroquois,IL,17075,62439.0,2019-2023
County,Jackson,IL,17077,45572.0,2019-2023
County,Jasper,IL,17079,71094.0,2019-2023
County,Jefferson,IL,17081,61102.0,2019-2023
County,Jersey,IL,17083,79104.0,2019-2023
County,Jo Daviess,IL,17085,74954.0,2019-2023
County,Johnson,IL,17087,65203.0,2019-2023
County,Kane,IL,17089,100678.0,2019-2023
County,Kankakee,IL,17091,68325.0,2019-2023
County,Kendall,IL,17093,110474.0,2019-2023
County,Knox,IL,17095,53291.0,2019-2023
County,Lake,IL,17097,108917.0,2019-2023
County,LaSalle,IL,17099,72281.0,2019-2023
County,Lawrence,IL,17101,53438.0,2019-2023
County,Lee,IL,17103,68459.0,2019-2023
County,Livingston,IL,17105,70796.0,2019-2023
County,Logan,IL,17107,64188.0,2019-2023
County,McDonough,IL,17109,50434.0,2019-2023
County,McHenry,IL,17111,102836.0,2019-2023
County,McLean,IL,17113,78329.0,2019-2023
County,Macon,IL,17115,62449.0,2019-2023
County,Macoupin,IL,17117,68518.0,2019-2023
County,Madison,IL,17119,74800.0,2019-2023
County,Marion,IL,17121,60839.0,2019-2023
County,Marshall,IL,17123,69818.0,2019-2023
County,Mason,IL,17125,62127.0,2019-2023
County,Massac,IL,17127,62584.0,2019-2023
County,Menard,IL,17129,81334.0,2019-2023
County,Mercer,IL,17131,71710.0,2019-2023
County,Monroe,IL,17133,101635.0,2019-2023
County,Montgomery,IL,17135,61863.0,2019-2023
County,Morgan,IL,17137,65175.0,2019-2023
County,Moultrie,IL,17139,71676.0,2019-2023
County,Ogle,IL,17141,79244.0,2019-2023
County,Peoria,IL,17143,64938.0,2019-2023
County,Perry,IL,17145,59286.0,2019-2023
County,Piatt,IL,17147,87516.0,2019-2023
County,Pike,IL,17149,58029.0,2019-2023
County,Pope,IL,17151,62500.0,2019-2023
County,Pulaski,IL,17153,43227.0,2019-2023
County,Putnam,IL,17155,77526.0,2019-2023
County,Randolph,IL,17157,68870.0,2019-2023
County,Richland,IL,17159,60404.0,2019-2023
County,Rock Island,IL,17161,66768.0,2019-2023
County,St. Clair,IL,17163,70178.0,2019-2023
County,Saline,IL,17165,54945.0,2019-2023
County,Sangamon,IL,17167,74114.0,2019-2023
County,Schuyler,IL,17169,66059.0,2019-2023
County,Scott,IL,17171,73013.0,2019-2023
County,Shelby,IL,17173,68457.0,2019-2023
County,Stark,IL,17175,62284.0,2019-2023
County,Stephenson,IL,17177,61943.0,2019-2023
County,Tazewell,IL,17179,76704.0,2019-2023
County,Union,IL,17181,56420.0,2019-2023
County,Vermilion,IL,17183,54537.0,2019-2023
County,Wabash,IL,17185,53650.0,2019-2023
County,Warren,IL,17187,64650.0,2019-2023
County,Washington,IL,17189,75652.0,2019-2023
County,Wayne,IL,17191,53107.0,2019-2023
County,White,IL,17193,53097.0,2019-2023
County,Whiteside,IL,17195,64536.0,2019-2023
County,Will,IL,17197,107799.0,2019-2023
County,Williamson,IL,17199,65521.0,2019-2023
County,Winnebago,IL,17201,64363.0,2019-2023
County,Woodford,IL,17203,85629.0,2019-2023
County,Adams,IN,18001,63128.0,2019-2023
County,Allen,IN,18003,68839.0,2019-2023
County,Bartholomew,IN,18005,80365.0,2019-2023
County,Benton,IN,18007,61811.0,2019-2023
County,Blackford,IN,18009,47560.0,2019-2023
County,Boone,IN,18011,104865.0,2019-2023
County,Brown,IN,18013,72644.0,2019-2023
County,Carroll,IN,18015,64003.0,2019-2023
County,Cass,IN,18017,56525.0,2019-2023
County,Clark,IN,18019,72298.0,2019-2023
County,Clay,IN,18021,67676.0,2019-2023
County,Clinton,IN,18023,63690.0,2019-2023
County,Crawford,IN,18025,48993.0,2019-2023
County,Daviess,IN,18027,68561.0,2019-2023
County,Dearborn,IN,18029,82693.0,2019-2023
County,Decatur,IN,18031,74228.0,2019-2023
County,DeKalb,IN,18033,70080.0,2019-2023
County,Delaware,IN,18035,56932.0,2019-2023
County,Dubois,IN,18037,71918.0,2019-2023
County,Elkhart,IN,18039,65617.0,2019-2023
County,Fayette,IN,18041,56659.0,2019-2023
County,Floyd,IN,18043,78179.0,2019-2023
County,Fountain,IN,18045,62526.0,2019-2023
County,Franklin,IN,18047,79702.0,2019-2023
County,Fulton,IN,18049,62878.0,2019-2023
County,Gibson,IN,18051,67763.0,2019-2023
County,Grant,IN,18053,54007.0,2019-2023
County,Greene,IN,18055,59753.0,2019-2023
County,Hamilton,IN,18057,117957.0,2019-2023
County,Hancock,IN,18059,91326.0,2019-2023
County,Harrison,IN,18061,72468.0,2019-2023
County,Hendricks,IN,18063,99988.0,2019-2023
County,Henry,IN,18065,60144.0,2019-2023
County,Howard,IN,18067,62496.0,2019-2023
County,Huntington,IN,18069,62734.0,2019-2023
County,Jackson,IN,18071,70208.0,2019-2023
County,Jasper,IN,18073,79634.0,2019-2023
County,Jay,IN,18075,54114.0,2019-2023
County,Jefferson,IN,18077,59987.0,2019-2023
County,Jennings,IN,18079,68476.0,2019-2023
County,Johnson,IN,18081,87227.0,2019-2023
County,Knox,IN,18083,58863.0,2019-2023
County,Kosciusko,IN,18085,73922.0,2019-2023
County,LaGrange,IN,18087,83741.0,2019-2023
County,Lake,IN,18089,68985.0,2019-2023
County,LaPorte,IN,18091,70452.0,2019-2023
County,Lawrence,IN,18093,65551.0,2019-2023
County,Madison,IN,18095,62632.0,2019-2023
County,Marion,IN,18097,63450.0,2019-2023
County,Marshall,IN,18099,68041.0,2019-2023
County,Martin,IN,18101,65345.0,2019-2023
County,Miami,IN,18103,61130.0,2019-2023
County,Monroe,IN,18105,63372.0,2019-2023
County,Montgomery,IN,18107,66571.0,2019-2023
County,Morgan,IN,18109,79088.0,2019-2023
County,Newton,IN,18111,68596.0,2019-2023
County,Noble,IN,18113,70908.0,2019-2023
County,Ohio,IN,18115,67942.0,2019-2023
County,Orange,IN,18117,64758.0,2019-2023
County,Owen,IN,18119,59586.0,2019-2023
County,Parke,IN,18121,66776.0,2019-2023
County,Perry,IN,18123,61099.0,2019-2023
County,Pike,IN,18125,66250.0,2019-2023
County,Porter,IN,18127,85828.0,2019-2023
County,Posey,IN,18129,79124.0,2019-2023
County,Pulaski,IN,18131,59956.0,2019-2023
County,Putnam,IN,18133,76182.0,2019-2023
County,Randolph,IN,18135,61121.0,2019-2023
County,Ripley,IN,18137,71084.0,2019-2023
County,Rush,IN,18139,64393.0,2019-2023
County,St. Joseph,IN,18141,64885.0,2019-2023
County,Scott,IN,18143,54583.0,2019-2023
County,Shelby,IN,18145,71301.0,2019-2023
County,Spencer,IN,18147,70890.0,2019-2023
County,Starke,IN,18149,62933.0,2019-2023
County,Steuben,IN,18151,71483.0,2019-2023
County,Sullivan,IN,18153,54985.0,2019-2023
County,Switzerland,IN,18155,65148.0,2019-2023
County,Tippecanoe,IN,18157,58622.0,2019-2023
County,Tipton,IN,18159,78309.0,2019-2023
County,Union,IN,18161,79500.0,2019-2023
County,Vanderburgh,IN,18163,60938.0,2019-2023
County,Vermillion,IN,18165,59363.0,2019-2023
County,Vigo,IN,18167,52525.0,2019-2023
County,Wabash,IN,18169,68414.0,2019-2023
County,Warren,IN,18171,74635.0,2019-2023
County,Warrick,IN,18173,95027.0,2019-2023
County,Washington,IN,18175,61358.0,2019-2023
County,Wayne,IN,18177,56652.0,2019-2023
County,Wells,IN,18179,69741.0,2019-2023
County,White,IN,18181,66143.0,2019-2023
County,Whitley,IN,18183,75790.0,2019-2023
County,Adair,IA,19001,66176.0,2019-2023
County,Adams,IA,19003,68828.0,2019-2023
County,Allamakee,IA,19005,66000.0,2019-2023
County,Appanoose,IA,19007,51146.0,2019-2023
County,Audubon,IA,19009,54152.0,2019-2023
County,Benton,IA,19011,84742.0,2019-2023
County,Black Hawk,IA,19013,64581.0,2019-2023
County,Boone,IA,19015,79741.0,2019-2023
County,Bremer,IA,19017,83343.0,2019-2023
County,Buchanan,IA,19019,78430.0,2019-2023
County,Buena Vista,IA,19021,66564.0,2019-2023
County,Butler,IA,19023,69651.0,2019-2023
County,Calhoun,IA,19025,66875.0,2019-2023
County,Carroll,IA,19027,68528.0,2019-2023
County,Cass,IA,19029,61657.0,2019-2023
County,Cedar,IA,19031,79080.0,2019-2023
County,Cerro Gordo,IA,19033,65537.0,2019-2023
County,Cherokee,IA,19035,64478.0,2019-2023
County,Chickasaw,IA,19037,73421.0,2019-2023
County,Clarke,IA,19039,66821.0,2019-2023
County,Clay,IA,19041,64082.0,2019-2023
County,Clayton,IA,19043,62326.0,2019-2023
County,Clinton,IA,19045,65177.0,2019-2023
County,Crawford,IA,19047,65039.0,2019-2023
County,Dallas,IA,19049,102349.0,2019-2023
County,Davis,IA,19051,79505.0,2019-2023
County,Decatur,IA,19053,57146.0,2019-2023
County,Delaware,IA,19055,76205.0,2019-2023
County,Des Moines,IA,19057,60662.0,2019-2023
County,Dickinson,IA,19059,74570.0,2019-2023
County,Dubuque,IA,19061,75919.0,2019-2023
County,Emmet,IA,19063,65181.0,2019-2023
County,Fayette,IA,19065,58764.0,2019-2023
County,Floyd,IA,19067,64500.0,2019-2023
County,Franklin,IA,19069,63648.0,2019-2023
County,Fremont,IA,19071,73750.0,2019-2023
County,Greene,IA,19073,59159.0,2019-2023
County,Grundy,IA,19075,83617.0,2019-2023
County,Guthrie,IA,19077,79981.0,2019-2023
County,Hamilton,IA,19079,71750.0,2019-2023
County,Hancock,IA,19081,70212.0,2019-2023
County,Hardin,IA,19083,64906.0,2019-2023
County,Harrison,IA,19085,77027.0,2019-2023
County,Henry,IA,19087,64604.0,2019-2023
County,Howard,IA,19089,67336.0,2019-2023
County,Humboldt,IA,19091,66994.0,2019-2023
County,Ida,IA,19093,62841.0,2019-2023
County,Iowa,IA,19095,72185.0,2019-2023
County,Jackson,IA,19097,71605.0,2019-2023
County,Jasper,IA,19099,70128.0,2019-2023
County,Jefferson,IA,19101,56824.0,2019-2023
County,Johnson,IA,19103,74721.0,2019-2023
County,Jones,IA,19105,73071.0,2019-2023
County,Keokuk,IA,19107,60856.0,2019-2023
County,Kossuth,IA,19109,65656.0,2019-2023
County,Lee,IA,19111,59803.0,2019-2023
County,Linn,IA,19113,76421.0,2019-2023
County,Louisa,IA,19115,80223.0,2019-2023
County,Lucas,IA,19117,67921.0,2019-2023
County,Lyon,IA,19119,72881.0,2019-2023
County,Madison,IA,19121,89542.0,2019-2023
County,Mahaska,IA,19123,69019.0,2019-2023
County,Marion,IA,19125,78059.0,2019-2023
County,Marshall,IA,19127,72785.0,2019-2023
County,Mills,IA,19129,87810.0,2019-2023
County,Mitchell,IA,19131,68704.0,2019-2023
County,Monona,IA,19133,62944.0,2019-2023
County,Monroe,IA,19135,72518.0,2019-2023
County,Montgomery,IA,19137,63190.0,2019-2023
County,Muscatine,IA,19139,69512.0,2019-2023
County,O'Brien,IA,19141,68216.0,2019-2023
County,Osceola,IA,19143,69138.0,2019-2023
County,Page,IA,19145,57752.0,2019-2023
County,Palo Alto,IA,19147,68963.0,2019-2023
County,Plymouth,IA,19149,81600.0,2019-2023
County,Pocahontas,IA,19151,63423.0,2019-2023
County,Polk,IA,19153,81621.0,2019-2023
County,Pottawattamie,IA,19155,71446.0,2019-2023
County,Poweshiek,IA,19157,64837.0,2019-2023
County,Ringgold,IA,19159,69821.0,2019-2023
County,Sac,IA,19161,70991.0,2019-2023
County,Scott,IA,19163,76363.0,2019-2023
County,Shelby,IA,19165,67690.0,2019-2023
County,Sioux,IA,19167,84736.0,2019-2023
County,Story,IA,19169,69006.0,2019-2023
County,Tama,IA,19171,67955.0,2019-2023
County,Taylor,IA,19173,67279.0,2019-2023
County,Union,IA,19175,56813.0,2019-2023
County,Van Buren,IA,19177,60183.0,2019-2023
County,Wapello,IA,19179,60034.0,2019-2023
County,Warren,IA,19181,92990.0,2019-2023
County,Washington,IA,19183,71339.0,2019-2023
County,Wayne,IA,19185,59118.0,2019-2023
County,Webster,IA,19187,68054.0,2019-2023
County,Winnebago,IA,19189,63719.0,2019-2023
County,Winneshiek,IA,19191,75652.0,2019-2023
County,Woodbury,IA,19193,70147.0,2019-2023
County,Worth,IA,19195,76875.0,2019-2023
County,Wright,IA,19197,64033.0,2019-2023
County,Allen,KS,20001,57618.0,2019-2023
County,Anderson,KS,20003,64925.0,2019-2023
County,Atchison,KS,20005,62164.0,2019-2023
County,Barber,KS,20007,57615.0,2019-2023
County,Barton,KS,20009,56733.0,2019-2023
County,Bourbon,KS,20011,67555.0,2019-2023
County,Brown,KS,20013,58886.0,2019-2023
County,Butler,KS,20015,80375.0,2019-2023
County,Chase,KS,20017,54518.0,2019-2023
County,Chautauqua,KS,20019,54592.0,2019-2023
County,Cherokee,KS,20021,58274.0,2019-2023
County,Cheyenne,KS,20023,55765.0,2019-2023
County,Clark,KS,20025,65515.0,2019-2023
County,Clay,KS,20027,63136.0,2019-2023
County,Cloud,KS,20029,57333.0,2019-2023
County,Coffey,KS,20031,67377.0,2019-2023
County,Comanche,KS,20033,49417.0,2019-2023
County,Cowley,KS,20035,58263.0,2019-2023
County,Crawford,KS,20037,50311.0,2019-2023
County,Decatur,KS,20039,52030.0,2019-2023
County,Dickinson,KS,20041,67982.0,2019-2023
County,Doniphan,KS,20043,72833.0,2019-2023
County,Douglas,KS,20045,68756.0,2019-2023
County,Edwards,KS,20047,53792.0,2019-2023
County,Elk,KS,20049,56087.0,2019-2023
County,Ellis,KS,20051,59889.0,2019-2023
County,Ellsworth,KS,20053,66792.0,2019-2023
County,Finney,KS,20055,72437.0,2019-2023
County,Ford,KS,20057,70495.0,2019-2023
County,Franklin,KS,20059,72142.0,2019-2023
County,Geary,KS,20061,57344.0,2019-2023
County,Gove,KS,20063,63203.0,2019-2023
County,Graham,KS,20065,52909.0,2019-2023
County,Grant,KS,20067,72484.0,2019-2023
County,Gray,KS,20069,77885.0,2019-2023
County,Greeley,KS,20071,78819.0,2019-2023
County,Greenwood,KS,20073,58276.0,2019-2023
County,Hamilton,KS,20075,61929.0,2019-2023
County,Harper,KS,20077,55417.0,2019-2023
County,Harvey,KS,20079,73269.0,2019-2023
County,Haskell,KS,20081,69138.0,2019-2023
County,Hodgeman,KS,20083,63125.0,2019-2023
County,Jackson,KS,20085,72703.0,2019-2023
County,Jefferson,KS,20087,77393.0,2019-2023
County,Jewell,KS,20089,52344.0,2019-2023
County,Johnson,KS,20091,107261.0,2019-2023
County,Kearny,KS,20093,74135.0,2019-2023
County,Kingman,KS,20095,59819.0,2019-2023
County,Kiowa,KS,20097,73214.0,2019-2023
County,Labette,KS,20099,55439.0,2019-2023
County,Lane,KS,20101,53042.0,2019-2023
County,Leavenworth,KS,20103,86906.0,2019-2023
County,Lincoln,KS,20105,53546.0,2019-2023
County,Linn,KS,20107,59200.0,2019-2023
County,Logan,KS,20109,71389.0,2019-2023
County,Lyon,KS,20111,59078.0,2019-2023
County,McPherson,KS,20113,77701.0,2019-2023
County,Marion,KS,20115,63438.0,2019-2023
County,Marshall,KS,20117,70828.0,2019-2023
County,Meade,KS,20119,74868.0,2019-2023
County,Miami,KS,20121,88000.0,2019-2023
County,Mitchell,KS,20123,58233.0,2019-2023
County,Montgomery,KS,20125,53242.0,2019-2023
County,Morris,KS,20127,56716.0,2019-2023
County,Morton,KS,20129,65625.0,2019-2023
County,Nemaha,KS,20131,77375.0,2019-2023
County,Neosho,KS,20133,55704.0,2019-2023
County,Ness,KS,20135,66107.0,2019-2023
County,Norton,KS,20137,50305.0,2019-2023
County,Osage,KS,20139,70216.0,2019-2023
County,Osborne,KS,20141,59408.0,2019-2023
County,Ottawa,KS,20143,76755.0,2019-2023
County,Pawnee,KS,20145,63625.0,2019-2023
County,Phillips,KS,20147,61235.0,2019-2023
County,Pottawatomie,KS,20149,87694.0,2019-2023
County,Pratt,KS,20151,64348.0,2019-2023
County,Rawlins,KS,20153,65000.0,2019-2023
County,Reno,KS,20155,60498.0,2019-2023
County,Republic,KS,20157,53611.0,2019-2023
County,Rice,KS,20159,63947.0,2019-2023
County,Riley,KS,20161,59560.0,2019-2023
County,Rooks,KS,20163,61596.0,2019-2023
County,Rush,KS,20165,60288.0,2019-2023
County,Russell,KS,20167,53902.0,2019-2023
County,Saline,KS,20169,63316.0,2019-2023
County,Scott,KS,20171,67788.0,2019-2023
County,Sedgwick,KS,20173,67675.0,2019-2023
County,Seward,KS,20175,62269.0,2019-2023
County,Shawnee,KS,20177,66043.0,2019-2023
County,Sheridan,KS,20179,70000.0,2019-2023
County,Sherman,KS,20181,64444.0,2019-2023
County,Smith,KS,20183,57024.0,2019-2023
County,Stafford,KS,20185,63786.0,2019-2023
County,Stanton,KS,20187,70361.0,2019-2023
County,Stevens,KS,20189,61909.0,2019-2023
County,Sumner,KS,20191,60348.0,2019-2023
County,Thomas,KS,20193,73575.0,2019-2023
County,Trego,KS,20195,73375.0,2019-2023
County,Wabaunsee,KS,20197,70536.0,2019-2023
County,Wallace,KS,20199,60263.0,2019-2023
County,Washington,KS,20201,62452.0,2019-2023
County,Wichita,KS,20203,71282.0,2019-2023
County,Wilson,KS,20205,57056.0,2019-2023
County,Woodson,KS,20207,48152.0,2019-2023
County,Wyandotte,KS,20209,60582.0,2019-2023
County,Adair,KY,21001,50316.0,2019-2023
County,Allen,KY,21003,59029.0,2019-2023
County,Anderson,KY,21005,71747.0,2019-2023
County,Ballard,KY,21007,64740.0,2019-2023
County,Barren,KY,21009,49171.0,2019-2023
County,Bath,KY,21011,54128.0,2019-2023
County,Bell,KY,21013,32403.0,2019-2023
County,Boone,KY,21015,94752.0,2019-2023
County,Bourbon,KY,21017,56322.0,2019-2023
County,Boyd,KY,21019,60659.0,2019-2023
County,Boyle,KY,21021,61635.0,2019-2023
County,Bracken,KY,21023,59521.0,2019-2023
County,Breathitt,KY,21025,41101.0,2019-2023
County,Breckinridge,KY,21027,53673.0,2019-2023
County,Bullitt,KY,21029,77640.0,2019-2023
County,Butler,KY,21031,52003.0,2019-2023
County,Caldwell,KY,21033,57618.0,2019-2023
County,Calloway,KY,21035,51854.0,2019-2023
County,Campbell,KY,21037,77271.0,2019-2023
County,Carlisle,KY,21039,62019.0,2019-2023
County,Carroll,KY,21041,57753.0,2019-2023
County,Carter,KY,21043,50389.0,2019-2023
County,Casey,KY,21045,41689.0,2019-2023
County,Christian,KY,21047,54190.0,2019-2023
County,Clark,KY,21049,67824.0,2019-2023
County,Clay,KY,21051,39607.0,2019-2023
County,Clinton,KY,21053,42168.0,2019-2023
County,Crittenden,KY,21055,47003.0,2019-2023
County,Cumberland,KY,21057,39662.0,2019-2023
County,Daviess,KY,21059,65323.0,2019-2023
County,Edmonson,KY,21061,54512.0,2019-2023
County,Elliott,KY,21063,40074.0,2019-2023
County,Estill,KY,21065,43905.0,2019-2023
County,Fayette,KY,21067,67631.0,2019-2023
County,Fleming,KY,21069,49663.0,2019-2023
County,Floyd,KY,21071,41582.0,2019-2023
County,Franklin,KY,21073,66470.0,2019-2023
County,Fulton,KY,21075,36834.0,2019-2023
County,Gallatin,KY,21077,62247.0,2019-2023
County,Garrard,KY,21079,62572.0,2019-2023
County,Grant,KY,21081,67940.0,2019-2023
County,Graves,KY,21083,50576.0,2019-2023
County,Grayson,KY,21085,49893.0,2019-2023
County,Green,KY,21087,41087.0,2019-2023
County,Greenup,KY,21089,59613.0,2019-2023
County,Hancock,KY,21091,66836.0,2019-2023
County,Hardin,KY,21093,67608.0,2019-2023
County,Harlan,KY,21095,37198.0,2019-2023
County,Harrison,KY,21097,63205.0,2019-2023
County,Hart,KY,21099,49653.0,2019-2023
County,Henderson,KY,21101,58239.0,2019-2023
County,Henry,KY,21103,60736.0,2019-2023
County,Hickman,KY,21105,63750.0,2019-2023
County,Hopkins,KY,21107,57610.0,2019-2023
County,Jackson,KY,21109,41410.0,2019-2023
County,Jefferson,KY,21111,67849.0,2019-2023
County,Jessamine,KY,21113,74886.0,2019-2023
County,Johnson,KY,21115,43014.0,2019-2023
County,Kenton,KY,21117,79421.0,2019-2023
County,Knott,KY,21119,37736.0,2019-2023
County,Knox,KY,21121,33153.0,2019-2023
County,Larue,KY,21123,67770.0,2019-2023
County,Laurel,KY,21125,56999.0,2019-2023
County,Lawrence,KY,21127,45584.0,2019-2023
County,Lee,KY,21129,34182.0,2019-2023
County,Leslie,KY,21131,40176.0,2019-2023
County,Letcher,KY,21133,40501.0,2019-2023
County,Lewis,KY,21135,41632.0,2019-2023
County,Lincoln,KY,21137,50862.0,2019-2023
County,Livingston,KY,21139,59713.0,2019-2023
County,Logan,KY,21141,61535.0,2019-2023
County,Lyon,KY,21143,64464.0,2019-2023
County,McCracken,KY,21145,62385.0,2019-2023
County,McCreary,KY,21147,37355.0,2019-2023
County,McLean,KY,21149,70549.0,2019-2023
County,Madison,KY,21151,62407.0,2019-2023
County,Magoffin,KY,21153,33632.0,2019-2023
County,Marion,KY,21155,55404.0,2019-2023
County,Marshall,KY,21157,63611.0,2019-2023
County,Martin,KY,21159,46185.0,2019-2023
County,Mason,KY,21161,51473.0,2019-2023
County,Meade,KY,21163,70163.0,2019-2023
County,Menifee,KY,21165,44672.0,2019-2023
County,Mercer,KY,21167,63115.0,2019-2023
County,Metcalfe,KY,21169,48572.0,2019-2023
County,Monroe,KY,21171,49430.0,2019-2023
County,Montgomery,KY,21173,57468.0,2019-2023
County,Morgan,KY,21175,47493.0,2019-2023
County,Muhlenberg,KY,21177,52672.0,2019-2023
County,Nelson,KY,21179,67888.0,2019-2023
County,Nicholas,KY,21181,53616.0,2019-2023
County,Ohio,KY,21183,54369.0,2019-2023
County,Oldham,KY,21185,121491.0,2019-2023
County,Owen,KY,21187,59706.0,2019-2023
County,Owsley,KY,21189,31064.0,2019-2023
County,Pendleton,KY,21191,66601.0,2019-2023
County,Perry,KY,21193,45261.0,2019-2023
County,Pike,KY,21195,42179.0,2019-2023
County,Powell,KY,21197,39811.0,2019-2023
County,Pulaski,KY,21199,50943.0,2019-2023
County,Robertson,KY,21201,52337.0,2019-2023
County,Rockcastle,KY,21203,48367.0,2019-2023
County,Rowan,KY,21205,53657.0,2019-2023
County,Russell,KY,21207,50520.0,2019-2023
County,Scott,KY,21209,83660.0,2019-2023
County,Shelby,KY,21211,82671.0,2019-2023
County,Simpson,KY,21213,57392.0,2019-2023
County,Spencer,KY,21215,98333.0,2019-2023
County,Taylor,KY,21217,61871.0,2019-2023
County,Todd,KY,21219,57759.0,2019-2023
County,Trigg,KY,21221,54630.0,2019-2023
County,Trimble,KY,21223,67813.0,2019-2023
County,Union,KY,21225,60989.0,2019-2023
County,Warren,KY,21227,64801.0,2019-2023
County,Washington,KY,21229,59762.0,2019-2023
County,Wayne,KY,21231,41933.0,2019-2023
County,Webster,KY,21233,58786.0,2019-2023
County,Whitley,KY,21235,41719.0,2019-2023
County,Wolfe,KY,21237,29052.0,2019-2023
County,Woodford,KY,21239,80006.0,2019-2023
County,Acadia,LA,22001,45266.0,2019-2023
County,Allen,LA,22003,51138.0,2019-2023
County,Ascension,LA,22005,92266.0,2019-2023
County,Assumption,LA,22007,52546.0,2019-2023
County,Avoyelles,LA,22009,39439.0,2019-2023
County,Beauregard,LA,22011,64995.0,2019-2023
County,Bienville,LA,22013,34992.0,2019-2023
County,Bossier,LA,22015,66336.0,2019-2023
County,Caddo,LA,22017,50067.0,2019-2023
County,Calcasieu,LA,22019,67849.0,2019-2023
County,Caldwell,LA,22021,44957.0,2019-2023
County,Cameron,LA,22023,72500.0,2019-2023
County,Catahoula,LA,22025,47753.0,2019-2023
County,Claiborne,LA,22027,31784.0,2019-2023
County,Concordia,LA,22029,37349.0,2019-2023
County,De Soto,LA,22031,46077.0,2019-2023
County,East Baton Rouge,LA,22033,63075.0,2019-2023
County,East Carroll,LA,22035,28321.0,2019-2023
County,East Feliciana,LA,22037,72899.0,2019-2023
County,Evangeline,LA,22039,42273.0,2019-2023
County,Franklin,LA,22041,44103.0,2019-2023
County,Grant,LA,22043,61112.0,2019-2023
County,Iberia,LA,22045,57811.0,2019-2023
County,Iberville,LA,22047,57459.0,2019-2023
County,Jackson,LA,22049,43345.0,2019-2023
County,Jefferson,LA,22051,65246.0,2019-2023
County,Jefferson Davis,LA,22053,56500.0,2019-2023
County,Lafayette,LA,22055,67660.0,2019-2023
County,Lafourche,LA,22057,63439.0,2019-2023
County,LaSalle,LA,22059,67077.0,2019-2023
County,Lincoln,LA,22061,38035.0,2019-2023
County,Livingston,LA,22063,78617.0,2019-2023
County,Madison,LA,22065,37267.0,2019-2023
County,Morehouse,LA,22067,36981.0,2019-2023
County,Natchitoches,LA,22069,46798.0,2019-2023
County,Orleans,LA,22071,55339.0,2019-2023
County,Ouachita,LA,22073,51241.0,2019-2023
County,Plaquemines,LA,22075,82874.0,2019-2023
