County,State,GeoID,Total_Population,Insured,Uninsured,Percent_Insured,Percent_Uninsured
Crawford,IL,17033,18588.0,16296.0,885.0,87.66946417043253,4.761136216914138
Cumberland,IL,17035,10378.0,9677.0,572.0,93.24532665253422,5.511659279244556
DeKalb,IL,17037,100512.0,95033.0,4763.0,94.54890958293537,4.738737663164597
De Witt,IL,17039,15461.0,14637.0,573.0,94.67046116033892,3.7060992173856797
Douglas,IL,17041,19686.0,16215.0,3249.0,82.36818043279487,16.504114599207558
DuPage,IL,17043,927263.0,872200.0,48447.0,94.06177104014719,5.22473127904381
Edgar,IL,17045,16637.0,15538.0,757.0,93.39424175031556,4.550099176534231
Edwards,IL,17047,6118.0,5645.0,456.0,92.26871526642694,7.453416149068323
Effingham,IL,17049,34505.0,32429.0,1710.0,93.98348065497754,4.955803506738154
Fayette,IL,17051,21380.0,18515.0,1841.0,86.59962581852199,8.61085126286249
Ford,IL,17053,13396.0,12266.0,733.0,91.56464616303374,5.471782621678114
Franklin,IL,17055,37541.0,34301.0,2778.0,91.36943608321569,7.39990943235396
Fulton,IL,17057,33259.0,30015.0,1239.0,90.24624913557233,3.7253074355813465
Gallatin,IL,17059,4857.0,4650.0,190.0,95.73810994441013,3.9118797611694465
Greene,IL,17061,11837.0,11061.0,545.0,93.44428486947707,4.604207147081186
Grundy,IL,17063,52920.0,50650.0,1956.0,95.71050642479214,3.696145124716553
Hamilton,IL,17065,7972.0,7184.0,721.0,90.11540391369795,9.044154540893127
Hancock,IL,17067,17434.0,16087.0,1113.0,92.27371802225535,6.384077090742228
Hardin,IL,17069,3623.0,3406.0,135.0,94.01048854540436,3.7261937620756282
Henderson,IL,17071,6284.0,6053.0,175.0,96.32399745385105,2.7848504137492043
Henry,IL,17073,48948.0,46280.0,1967.0,94.5493176432132,4.018550298275722
Iroquois,IL,17075,26746.0,24684.0,1673.0,92.2904359530397,6.255140955656921
Jackson,IL,17077,52706.0,48633.0,3550.0,92.27222707092172,6.7354760368838456
Jasper,IL,17079,9233.0,8718.0,442.0,94.42218130618434,4.7871764323621795
Jefferson,IL,17081,36808.0,32726.0,2668.0,88.910019560965,7.24842425559661
Jersey,IL,17083,21336.0,19899.0,1110.0,93.26490438695163,5.202474690663667
Jo Daviess,IL,17085,21918.0,20609.0,1128.0,94.02773975727713,5.146454968519025
Johnson,IL,17087,13350.0,10589.0,914.0,79.31835205992509,6.846441947565543
Kane,IL,17089,516097.0,471935.0,40463.0,91.44308143624164,7.8401928319676335
Kankakee,IL,17091,106833.0,99448.0,5920.0,93.08734192618385,5.54135894339764
Kendall,IL,17093,135053.0,128728.0,5961.0,95.31665346197418,4.413822721450098
Knox,IL,17095,49294.0,44282.0,2558.0,89.83243396762283,5.189272528096725
Lake,IL,17097,711885.0,645490.0,47962.0,90.67335313990321,6.737324146456239
LaSalle,IL,17099,109049.0,101935.0,4291.0,93.4763271556823,3.934928334968684
Lawrence,IL,17101,15137.0,12495.0,1009.0,82.54607914381978,6.665785822818259
Lee,IL,17103,34058.0,30331.0,1133.0,89.05690293029538,3.3266780198484938
Livingston,IL,17105,35659.0,32109.0,1666.0,90.04458902380885,4.6720323060097035
Logan,IL,17107,27870.0,24728.0,600.0,88.72622891998564,2.1528525296017222
McDonough,IL,17109,27102.0,24983.0,1726.0,92.18138882739281,6.368533687550734
McHenry,IL,17111,311366.0,295300.0,14487.0,94.84015595794017,4.652723804140465
McLean,IL,17113,170882.0,162392.0,7458.0,95.03165927365083,4.364415210496132
Macon,IL,17115,102591.0,96592.0,4153.0,94.15250850464466,4.048113382265501
Macoupin,IL,17117,44566.0,42156.0,1902.0,94.59229008661312,4.2678274918099
Madison,IL,17119,264631.0,249602.0,12612.0,94.32077118704913,4.765881548269099
Marion,IL,17121,37294.0,34220.0,2417.0,91.75738724727839,6.480935271089184
Marshall,IL,17123,11715.0,11042.0,411.0,94.25522833973538,3.5083226632522404
Mason,IL,17125,12878.0,12095.0,586.0,93.91986333281565,4.550396024227364
Massac,IL,17127,13958.0,12525.0,1240.0,89.73348617280412,8.883794239862445
Menard,IL,17129,12169.0,11683.0,350.0,96.00624537759882,2.8761607362971486
Mercer,IL,17131,15619.0,14650.0,798.0,93.79601767078557,5.1091619181765795
Monroe,IL,17133,34969.0,33907.0,761.0,96.96302439303382,2.1762132174211444
Montgomery,IL,17135,28078.0,24712.0,1161.0,88.01196666429233,4.134909893867085
Morgan,IL,17137,32621.0,29912.0,1254.0,91.69553355200638,3.844149474265044
Moultrie,IL,17139,14469.0,12370.0,1820.0,85.4931232289723,12.578616352201259
Ogle,IL,17141,51536.0,48866.0,2185.0,94.81915554175721,4.239754734554486
Peoria,IL,17143,179831.0,166876.0,10739.0,92.79601403539989,5.971717890686255
Perry,IL,17145,20810.0,17738.0,677.0,85.23786641037962,3.253243632868813
Piatt,IL,17147,16702.0,16128.0,501.0,96.56328583403186,2.9996407615854386
Pike,IL,17149,14625.0,13446.0,836.0,91.93846153846154,5.716239316239316
Pope,IL,17151,3757.0,3533.0,105.0,94.03779611392068,2.7947830715996806
Pulaski,IL,17153,5074.0,4592.0,365.0,90.5005912495073,7.193535672053606
Putnam,IL,17155,5600.0,5423.0,171.0,96.83928571428572,3.0535714285714284
Randolph,IL,17157,30142.0,25910.0,1453.0,85.95979032579125,4.820516223210139
Richland,IL,17159,15675.0,14566.0,891.0,92.92503987240829,5.684210526315789
Rock Island,IL,17161,142995.0,131993.0,8484.0,92.30602468617784,5.933074583027379
St. Clair,IL,17163,254777.0,234688.0,13498.0,92.11506533164297,5.297966456940776
Saline,IL,17165,23387.0,21625.0,1349.0,92.46589985889597,5.768161799290204
Sangamon,IL,17167,195217.0,185933.0,7253.0,95.24426663661464,3.7153526588360646
Schuyler,IL,17169,6826.0,6193.0,547.0,90.72663346029886,8.013477878699092
Scott,IL,17171,4847.0,4558.0,245.0,94.03754899938106,5.054672993604291
Shelby,IL,17173,20867.0,19659.0,1032.0,94.21095509656395,4.945607897637418
Stark,IL,17175,5324.0,4936.0,276.0,92.7122464312547,5.184072126220887
Stephenson,IL,17177,44042.0,40978.0,2263.0,93.04300440488625,5.138277099132646
Tazewell,IL,17179,130555.0,121453.0,6504.0,93.02822565202405,4.981808433227376
Union,IL,17181,16972.0,15503.0,1104.0,91.34456752297902,6.504831487155315
Vermilion,IL,17183,73179.0,67409.0,3260.0,92.11522431298597,4.4548299375503895
Wabash,IL,17185,11199.0,10557.0,557.0,94.26734529868739,4.973658362353781
Warren,IL,17187,16576.0,15422.0,992.0,93.03812741312741,5.984555984555985
Washington,IL,17189,13682.0,13049.0,452.0,95.37348340885835,3.303610583248063
Wayne,IL,17191,15994.0,14105.0,1823.0,88.18932099537327,11.398024259097161
White,IL,17193,13708.0,12750.0,655.0,93.0113802159323,4.7782316895243655
Whiteside,IL,17195,55192.0,51406.0,3006.0,93.1403101898826,5.4464415132627915
Will,IL,17197,698450.0,655180.0,36888.0,93.80485360440977,5.281408833846374
Williamson,IL,17199,66902.0,61456.0,3372.0,91.85973513497355,5.0402080655286845
Winnebago,IL,17201,283289.0,263078.0,17147.0,92.8655895569542,6.052829442724567
Woodford,IL,17203,38348.0,35813.0,1941.0,93.38948576196934,5.06154167101283
Adams,IN,18001,35995.0,27238.0,8273.0,75.67162105848034,22.983747742742047
Allen,IN,18003,388791.0,353594.0,31458.0,90.94706410385014,8.091236679861415
Bartholomew,IN,18005,82881.0,77652.0,4283.0,93.6909545010316,5.167650004222922
Benton,IN,18007,8708.0,8091.0,549.0,92.91456132292146,6.304547542489665
Blackford,IN,18009,12007.0,10972.0,896.0,91.38002831681519,7.462313650370617
Boone,IN,18011,72827.0,69261.0,2945.0,95.1034643744765,4.043829898252023
Brown,IN,18013,15543.0,14470.0,934.0,93.09657080357717,6.0091359454416775
Carroll,IN,18015,20443.0,17935.0,2403.0,87.73174191654846,11.754634838330968
Cass,IN,18017,37703.0,34431.0,2568.0,91.32164549240113,6.811129087870992
Clark,IN,18019,122800.0,113819.0,7623.0,92.68648208469055,6.207654723127036
Clay,IN,18021,26431.0,24511.0,1479.0,92.73580265597215,5.59570201657145
Clinton,IN,18023,32967.0,30024.0,2384.0,91.07289107289107,7.231473898140566
Crawford,IN,18025,10494.0,9749.0,680.0,92.9007051648561,6.479893272346103
Daviess,IN,18027,33442.0,25171.0,7764.0,75.26762753423839,23.216314813707314
Dearborn,IN,18029,50828.0,47923.0,2404.0,94.28464625796805,4.72967655622885
Decatur,IN,18031,26411.0,24932.0,1027.0,94.4000605808186,3.8885312937791072
DeKalb,IN,18033,43584.0,40213.0,2953.0,92.26551027900148,6.775422173274596
Delaware,IN,18035,112109.0,102565.0,7915.0,91.48685654140168,7.06009330205425
Dubois,IN,18037,43563.0,40988.0,1879.0,94.08902049904736,4.313293391180589
Elkhart,IN,18039,206868.0,174636.0,30177.0,84.41904982887638,14.587563083705552
Fayette,IN,18041,23390.0,21685.0,1372.0,92.7105600684053,5.865754595981189
Floyd,IN,18043,80512.0,75203.0,4046.0,93.40595190779014,5.025337837837838
Fountain,IN,18045,16546.0,15296.0,1131.0,92.445304000967,6.835488939925058
Franklin,IN,18047,22929.0,21257.0,1611.0,92.7079244624711,7.026036896506607
Fulton,IN,18049,20411.0,18254.0,2005.0,89.43216892851893,9.823134584292784
Gibson,IN,18051,32986.0,31096.0,1375.0,94.27029648941976,4.168435093676106
Grant,IN,18053,66377.0,60930.0,4703.0,91.7938442532805,7.0852855657833285
Greene,IN,18055,30954.0,28160.0,2479.0,90.97370291400142,8.008658008658008
Hamilton,IN,18057,357176.0,339759.0,14899.0,95.12369252133402,4.171332900306852
Hancock,IN,18059,82013.0,76805.0,4210.0,93.64978722885397,5.133332520454075
Harrison,IN,18061,39785.0,37185.0,2182.0,93.46487369611663,5.484479075028277
Hendricks,IN,18063,179379.0,165585.0,9843.0,92.310136638068,5.4872643954978
Henry,IN,18065,48896.0,42705.0,3068.0,87.33843259162303,6.274541884816753
Howard,IN,18067,83610.0,76930.0,5530.0,92.01052505681139,6.614041382609735
Huntington,IN,18069,36757.0,34002.0,2269.0,92.50482901216095,6.172973855320075
Jackson,IN,18071,46319.0,41453.0,4179.0,89.49459185215571,9.022215505516094
Jasper,IN,18073,33198.0,31455.0,1447.0,94.7496837158865,4.358696307006446
Jay,IN,18075,20281.0,18128.0,1948.0,89.38415265519451,9.605049060697205
Jefferson,IN,18077,33074.0,29242.0,2814.0,88.41385982947331,8.508193747354417
Jennings,IN,18079,27584.0,24888.0,2463.0,90.2262180974478,8.92908932714617
Johnson,IN,18081,163983.0,153800.0,7745.0,93.79020996078862,4.723050560119037
Knox,IN,18083,36108.0,32975.0,2457.0,91.32325246482775,6.804586241276171
Kosciusko,IN,18085,80357.0,70859.0,8816.0,88.18024565377004,10.971041726296402
LaGrange,IN,18087,40596.0,22528.0,17912.0,55.49315203468323,44.122573652576605
Lake,IN,18089,498990.0,461583.0,33545.0,92.50345698310586,6.722579610813844
LaPorte,IN,18091,112141.0,98628.0,6751.0,87.94999152852213,6.020099695918532
Lawrence,IN,18093,45077.0,41621.0,2858.0,92.33311888546265,6.340262217982564
Madison,IN,18095,130949.0,116673.0,10168.0,89.09804580409167,7.764855019893241
Marion,IN,18097,971822.0,876253.0,86460.0,90.16599747690421,8.896690957809145
Marshall,IN,18099,46225.0,39691.0,5933.0,85.8647917793402,12.835045970795026
Martin,IN,18101,9854.0,9031.0,689.0,91.64806170083214,6.992084432717678
Miami,IN,18103,35772.0,31016.0,2504.0,86.70468522867047,6.999888180699989
Monroe,IN,18105,139822.0,131385.0,7350.0,93.96589950079387,5.256683497589792
Montgomery,IN,18107,38155.0,34570.0,3098.0,90.60411479491547,8.119512514742498
Morgan,IN,18109,72202.0,67666.0,3650.0,93.71762555053877,5.055261627101743
Newton,IN,18111,13859.0,12886.0,790.0,92.97929143516849,5.700266974529187
Noble,IN,18113,47417.0,41294.0,5488.0,87.08690975810363,11.573908092034504
Ohio,IN,18115,5993.0,5566.0,376.0,92.87502085766728,6.273986317370266
Orange,IN,18117,19746.0,18104.0,1380.0,91.68439177554947,6.988757216651474
Owen,IN,18119,21434.0,19213.0,2003.0,89.63795838387608,9.34496594196137
Parke,IN,18121,16346.0,12915.0,2401.0,79.01015538969779,14.688608833965496
Perry,IN,18123,19218.0,16815.0,974.0,87.49609740867936,5.068165261733791
Pike,IN,18125,12187.0,11489.0,519.0,94.27258554197095,4.258636251743661
Porter,IN,18127,174150.0,164284.0,8243.0,94.33476887740454,4.733275911570485
Posey,IN,18129,25163.0,23920.0,980.0,95.06020744744266,3.89460716130827
Pulaski,IN,18131,12441.0,11382.0,918.0,91.48782252230528,7.378828068483241
Putnam,IN,18133,37091.0,33381.0,1364.0,89.99757353535898,3.677441967054002
Randolph,IN,18135,24425.0,22260.0,1812.0,91.13613101330604,7.4186284544524055
Ripley,IN,18137,29039.0,26640.0,1914.0,91.73869623609629,6.591136058404215
Rush,IN,18139,16734.0,15267.0,1310.0,91.23341699533883,7.828373371578821
St. Joseph,IN,18141,272574.0,250069.0,19804.0,91.74352652857573,7.265549905713678
Scott,IN,18143,24468.0,23207.0,886.0,94.84632990027791,3.6210560732385155
Shelby,IN,18145,45104.0,41586.0,2727.0,92.20024831500531,6.0460269599148635
Spencer,IN,18147,19871.0,18914.0,745.0,95.18393638971365,3.7491822253535303
Starke,IN,18149,23300.0,21756.0,1509.0,93.37339055793991,6.476394849785408
Steuben,IN,18151,34648.0,32240.0,2174.0,93.05010390210113,6.274532440544908
Sullivan,IN,18153,20766.0,17426.0,1279.0,83.91601656553982,6.15910623133969
Switzerland,IN,18155,9914.0,8527.0,1289.0,86.00968327617511,13.001815614282833
Tippecanoe,IN,18157,187399.0,175452.0,10285.0,93.6248325764812,5.4882896920474495
Tipton,IN,18159,15329.0,13917.0,1207.0,90.78870115467414,7.873964381238176
Union,IN,18161,7028.0,6419.0,555.0,91.33466135458167,7.896983494593056
Vanderburgh,IN,18163,179908.0,164479.0,12863.0,91.42395001889855,7.149765435667119
Vermillion,IN,18165,15452.0,14638.0,602.0,94.7320735179912,3.895935801190784
Vigo,IN,18167,106201.0,94636.0,7917.0,89.1102720313368,7.454732064669824
Wabash,IN,18169,30901.0,27921.0,2024.0,90.35629914889486,6.549949839811009
Warren,IN,18171,8469.0,7967.0,411.0,94.07249970480576,4.852993269571378
Warrick,IN,18173,64650.0,61800.0,1987.0,95.59164733178655,3.073472544470224
Washington,IN,18175,28167.0,25546.0,2307.0,90.69478467710441,8.190435616146555
Wayne,IN,18177,66377.0,58133.0,6940.0,87.58003525317505,10.455428838302424
Wells,IN,18179,28261.0,25898.0,1821.0,91.63865397544319,6.443508722267436
White,IN,18181,24709.0,22737.0,1759.0,92.01910235136994,7.118863571977823
Whitley,IN,18183,34388.0,31420.0,2668.0,91.36908223799,7.758520414097942
Adair,IA,19001,7471.0,6977.0,336.0,93.3877660286441,4.497389907642886
Adams,IA,19003,3641.0,3440.0,146.0,94.47953858829992,4.0098873935731945
Allamakee,IA,19005,14038.0,12880.0,917.0,91.75096167545234,6.532269554067531
Appanoose,IA,19007,12242.0,10815.0,1298.0,88.3434079398791,10.602842672765886
Audubon,IA,19009,5622.0,5325.0,179.0,94.7171824973319,3.183920313055852
Benton,IA,19011,25698.0,24666.0,766.0,95.98412327807611,2.9807767141411783
Black Hawk,IA,19013,130693.0,123548.0,5673.0,94.53298952507019,4.34070684734454
Boone,IA,19015,26669.0,25246.0,958.0,94.66421688102291,3.5921856837526716
Bremer,IA,19017,25118.0,24242.0,544.0,96.51246118321522,2.1657775300581257
Buchanan,IA,19019,20645.0,19274.0,1209.0,93.35916686849116,5.856139501089852
Buena Vista,IA,19021,20684.0,19052.0,1322.0,92.10984335718429,6.391413653065172
Butler,IA,19023,14301.0,13555.0,530.0,94.78358156772254,3.7060345430389483
Calhoun,IA,19025,9858.0,8924.0,278.0,90.52546155406776,2.8200446337999594
Carroll,IA,19027,20677.0,19816.0,513.0,95.83595299124632,2.48101755573826
Cass,IA,19029,13115.0,12344.0,542.0,94.12123522683949,4.132672512390393
Cedar,IA,19031,18427.0,17472.0,692.0,94.81738752916915,3.7553589840994195
Cerro Gordo,IA,19033,42785.0,40622.0,1583.0,94.94448989131705,3.6998948229519693
Cherokee,IA,19035,11587.0,10610.0,687.0,91.56813670492794,5.929058427548115
Chickasaw,IA,19037,11868.0,10831.0,898.0,91.26221772834514,7.566565554432087
Clarke,IA,19039,9690.0,9015.0,509.0,93.03405572755418,5.252837977296182
Clay,IA,19041,16446.0,15474.0,741.0,94.08974826705581,4.505654870485224
Clayton,IA,19043,17069.0,15593.0,1277.0,91.35274474192981,7.481399027476712
Clinton,IA,19045,46383.0,43511.0,2275.0,93.80807623482742,4.904814263846668
Crawford,IA,19047,16289.0,14728.0,1380.0,90.4168457241083,8.471974952421881
Dallas,IA,19049,104136.0,99322.0,4230.0,95.37719904739956,4.061995851578705
Davis,IA,19051,9127.0,6466.0,2552.0,70.84474635696286,27.960994850443736
Decatur,IA,19053,7669.0,6974.0,598.0,90.93754074846785,7.797626809231972
Delaware,IA,19055,17549.0,16676.0,699.0,95.02535757023193,3.9831329420479804
Des Moines,IA,19057,38597.0,36624.0,1529.0,94.88820374640517,3.9614477809156154
Dickinson,IA,19059,17844.0,16978.0,659.0,95.14682806545618,3.6931181349473214
Dubuque,IA,19061,98948.0,94263.0,3402.0,95.26518979666088,3.438169543598658
Emmet,IA,19063,9316.0,8588.0,492.0,92.18548733361958,5.28123658222413
Fayette,IA,19065,19393.0,18147.0,887.0,93.57500128912494,4.573815294178312
Floyd,IA,19067,15502.0,14673.0,625.0,94.65230292865436,4.031737840278674
Franklin,IA,19069,9977.0,8785.0,1050.0,88.05252079783502,10.52420567304801
Fremont,IA,19071,6570.0,6186.0,248.0,94.15525114155251,3.7747336377473366
Greene,IA,19073,8722.0,8329.0,292.0,95.49415271726667,3.3478559963311163
Grundy,IA,19075,12352.0,11896.0,315.0,96.30829015544042,2.5501943005181347
Guthrie,IA,19077,10646.0,10179.0,355.0,95.61337591583693,3.334585759909825
Hamilton,IA,19079,14893.0,14058.0,627.0,94.39333915262203,4.210031558450279
Hancock,IA,19081,10718.0,10016.0,496.0,93.45027057286808,4.627729053927972
Hardin,IA,19083,16729.0,15488.0,800.0,92.58174427640624,4.78211489031024
Harrison,IA,19085,14645.0,13790.0,600.0,94.16182997610106,4.096961420279959
Henry,IA,19087,20228.0,18188.0,857.0,89.91496934941665,4.236701601740163
Howard,IA,19089,9459.0,8398.0,891.0,88.78316946823132,9.419600380589914
Humboldt,IA,19091,9573.0,8897.0,570.0,92.93847278804972,5.954246317768725
Ida,IA,19093,6944.0,6413.0,370.0,92.35311059907833,5.328341013824884
Iowa,IA,19095,16547.0,15898.0,399.0,96.07783888318124,2.411313228984106
Jackson,IA,19097,19429.0,18185.0,1043.0,93.59720006176335,5.368263935354367
Jasper,IA,19099,37864.0,34670.0,1501.0,91.56454679907036,3.964187618846397
Jefferson,IA,19101,15676.0,14391.0,1113.0,91.8027558050523,7.100025516713447
Johnson,IA,19103,154881.0,145273.0,7815.0,93.79652765671709,5.045809363317644
Jones,IA,19105,20799.0,19169.0,522.0,92.16308476369056,2.5097360450021635
Keokuk,IA,19107,9964.0,9520.0,328.0,95.54395824969892,3.2918506623845842
Kossuth,IA,19109,14610.0,13799.0,557.0,94.44900752908967,3.8124572210814507
Lee,IA,19111,33175.0,30501.0,1521.0,91.939713639789,4.584777694046722
Linn,IA,19113,229463.0,218710.0,8715.0,95.313841447205,3.797997934307492
Louisa,IA,19115,10710.0,10039.0,539.0,93.73482726423903,5.032679738562091
Lucas,IA,19117,8685.0,7919.0,681.0,91.18019573978124,7.8411053540587226
Lyon,IA,19119,12087.0,11381.0,523.0,94.15901381649707,4.326962852651609
Madison,IA,19121,16760.0,15788.0,805.0,94.20047732696898,4.8031026252983295
Mahaska,IA,19123,22045.0,20715.0,1016.0,93.9668859151735,4.608754819687004
Marion,IA,19125,33551.0,32370.0,844.0,96.47998569342195,2.515573306309797
Marshall,IA,19127,39971.0,36748.0,2110.0,91.9366540742038,5.27882714968352
Mills,IA,19129,14563.0,13882.0,376.0,95.3237657076152,2.5818856004944037
Mitchell,IA,19131,10548.0,9595.0,752.0,90.96511186954874,7.129313613955252
Monona,IA,19133,8619.0,8166.0,279.0,94.74416985729202,3.2370344587539157
Monroe,IA,19135,7546.0,7208.0,186.0,95.52080572488735,2.4648820567187912
Montgomery,IA,19137,10254.0,9806.0,263.0,95.6309732787205,2.564852740393993
Muscatine,IA,19139,42735.0,40293.0,1662.0,94.28571428571428,3.8890838890838895
O'Brien,IA,19141,14103.0,13328.0,497.0,94.50471530879955,3.5240728922924203
Osceola,IA,19143,6114.0,5539.0,461.0,90.59535492312725,7.540071965979718
Page,IA,19145,15168.0,13409.0,671.0,88.40321729957806,4.423786919831223
Palo Alto,IA,19147,8902.0,8285.0,436.0,93.06897326443496,4.897775780723433
Plymouth,IA,19149,25699.0,23943.0,1424.0,93.16704930152925,5.541071637028678
Pocahontas,IA,19151,7040.0,6418.0,490.0,91.16477272727272,6.9602272727272725
Polk,IA,19153,497441.0,467813.0,24050.0,94.04391676600842,4.834744220922682
Pottawattamie,IA,19155,93407.0,87514.0,4405.0,93.69105099189568,4.7159206483454135
Poweshiek,IA,19157,18582.0,17638.0,661.0,94.91981487460984,3.557205898181035
Ringgold,IA,19159,4664.0,4114.0,351.0,88.20754716981132,7.525728987993138
Sac,IA,19161,9759.0,9099.0,500.0,93.23701198893329,5.123475765959627
Scott,IA,19163,174302.0,163219.0,9375.0,93.64149579465526,5.378595770559144
Shelby,IA,19165,11757.0,11187.0,373.0,95.15182444501148,3.1725780386152933
Sioux,IA,19167,35984.0,33569.0,2030.0,93.2886838594931,5.641396176078257
Story,IA,19169,98592.0,93557.0,4461.0,94.89309477442389,4.52470788704966
Tama,IA,19171,16982.0,15445.0,1168.0,90.94924037215876,6.877870686609351
Taylor,IA,19173,5901.0,5493.0,304.0,93.08591764107778,5.151669208608711
Union,IA,19175,12038.0,10972.0,937.0,91.14470842332614,7.783684997507892
Van Buren,IA,19177,7236.0,6296.0,873.0,87.00939745715866,12.064676616915424
Wapello,IA,19179,35265.0,32321.0,2493.0,91.65177938465902,7.069332199064228
Warren,IA,19181,53484.0,51702.0,1150.0,96.66816244110387,2.150175753496373
Washington,IA,19183,22539.0,20575.0,1601.0,91.28621500510226,7.1032432672256975
Wayne,IA,19185,6518.0,5609.0,803.0,86.05400429579626,12.319729978521018
Webster,IA,19187,36848.0,32400.0,2614.0,87.92878853669127,7.094007815892314
Winnebago,IA,19189,10648.0,9995.0,468.0,93.86739293764087,4.3951915852742305
Winneshiek,IA,19191,19972.0,19179.0,572.0,96.02944121770479,2.864009613458842
Woodbury,IA,19193,105760.0,97825.0,6783.0,92.49716338880484,6.41357791225416
Worth,IA,19195,7380.0,6817.0,480.0,92.37127371273712,6.504065040650407
Wright,IA,19197,12817.0,11972.0,685.0,93.40719357103846,5.344464383241008
Allen,KS,20001,12491.0,11153.0,1178.0,89.28828756704827,9.430790168921623
Anderson,KS,20003,7819.0,6873.0,827.0,87.90126614656606,10.576800102314875
Atchison,KS,20005,16211.0,14650.0,1396.0,90.37073592005427,8.611436678798347
Barber,KS,20007,4153.0,3827.0,284.0,92.15025282928005,6.838430050565856
Barton,KS,20009,25275.0,22106.0,2803.0,87.46191889218595,11.090009891196836
Bourbon,KS,20011,14384.0,13091.0,1112.0,91.01084538375973,7.7308120133481655
Brown,KS,20013,9415.0,8355.0,954.0,88.74137015400956,10.132766861391397
Butler,KS,20015,67916.0,60724.0,4088.0,89.41044820071853,6.0192001884681074
Chase,KS,20017,2579.0,2274.0,184.0,88.17371074059713,7.1345482745250095
Chautauqua,KS,20019,3370.0,2900.0,420.0,86.05341246290801,12.462908011869436
Cherokee,KS,20021,19236.0,17148.0,1904.0,89.14535246412976,9.8981077147016
Cheyenne,KS,20023,2628.0,2196.0,390.0,83.56164383561644,14.840182648401825
Clark,KS,20025,1987.0,1826.0,114.0,91.89733266230499,5.737292400603926
Clay,KS,20027,8071.0,7292.0,519.0,90.34816007929625,6.430429934332796
Cloud,KS,20029,8973.0,7866.0,867.0,87.6629889669007,9.66232029421598
Coffey,KS,20031,8304.0,7223.0,951.0,86.98217726396918,11.452312138728324
Comanche,KS,20033,1685.0,1476.0,148.0,87.59643916913946,8.783382789317509
Cowley,KS,20035,34487.0,30601.0,2719.0,88.73198596572621,7.884130251979006
Crawford,KS,20037,38963.0,34062.0,4394.0,87.42139978954393,11.277365705926135
Decatur,KS,20039,2746.0,2500.0,194.0,91.04151493080846,7.064821558630735
Dickinson,KS,20041,18423.0,16598.0,1491.0,90.09390435868208,8.093144439016447
Doniphan,KS,20043,7492.0,6841.0,550.0,91.31073144687667,7.3411639081687134
Douglas,KS,20045,119547.0,109549.0,9324.0,91.63676211029971,7.7994428969359335
Edwards,KS,20047,2817.0,2491.0,265.0,88.42740504082357,9.407170749023784
Elk,KS,20049,2464.0,2236.0,219.0,90.74675324675324,8.887987012987013
Ellis,KS,20051,28870.0,26611.0,2069.0,92.17526844475233,7.166608936612401
Ellsworth,KS,20053,6366.0,5180.0,184.0,81.36977693999373,2.8903550109959157
Finney,KS,20055,38001.0,32893.0,4846.0,86.5582484671456,12.752295992210733
Ford,KS,20057,34133.0,29096.0,4639.0,85.24301995136672,13.590953036650749
Franklin,KS,20059,25994.0,23856.0,1944.0,91.77502500577056,7.478648918981304
Geary,KS,20061,35895.0,28315.0,2443.0,78.88285276500906,6.805961833124391
Gove,KS,20063,2796.0,2532.0,219.0,90.55793991416309,7.832618025751073
Graham,KS,20065,2406.0,2245.0,130.0,93.30839567747299,5.403158769742311
Grant,KS,20067,7284.0,6018.0,1205.0,82.61943986820428,16.543108182317408
Gray,KS,20069,5696.0,4967.0,644.0,87.20154494382022,11.3061797752809
Greeley,KS,20071,1296.0,1126.0,144.0,86.88271604938271,11.11111111111111
Greenwood,KS,20073,5956.0,5296.0,588.0,88.91873740765615,9.872397582269981
Hamilton,KS,20075,2485.0,1902.0,573.0,76.53923541247485,23.058350100603622
Harper,KS,20077,5446.0,4832.0,483.0,88.7256702166728,8.868894601542417
Harvey,KS,20079,33823.0,30190.0,2945.0,89.2587883984271,8.707092806670017
Haskell,KS,20081,3695.0,3000.0,640.0,81.19079837618403,17.320703653585927
Hodgeman,KS,20083,1676.0,1541.0,113.0,91.94510739856801,6.742243436754176
Jackson,KS,20085,13277.0,12042.0,1067.0,90.69819989455449,8.036454018227008
Jefferson,KS,20087,18391.0,17305.0,869.0,94.0949377412865,4.725137295416236
Jewell,KS,20089,2909.0,2720.0,159.0,93.50292196631145,5.465795806118941
Johnson,KS,20091,614764.0,578547.0,31334.0,94.10879622098886,5.09691523901855
Kearny,KS,20093,3910.0,3399.0,441.0,86.9309462915601,11.278772378516624
Kingman,KS,20095,7284.0,6553.0,593.0,89.96430532674354,8.14113124656782
Kiowa,KS,20097,2422.0,2159.0,193.0,89.14120561519405,7.968620974401321
Labette,KS,20099,19949.0,17516.0,2087.0,87.80389994485938,10.461677277056495
Lane,KS,20101,1497.0,1241.0,249.0,82.89913159652639,16.63326653306613
Leavenworth,KS,20103,82493.0,70343.0,5235.0,85.27147757991587,6.34599299334489
Lincoln,KS,20105,2924.0,2674.0,199.0,91.4500683994528,6.805745554035568
Linn,KS,20107,9723.0,8720.0,954.0,89.68425383112208,9.811786485652577
Logan,KS,20109,2720.0,2454.0,237.0,90.22058823529412,8.713235294117647
Lyon,KS,20111,32145.0,28250.0,3492.0,87.88303002022087,10.86327578161456
McPherson,KS,20113,30130.0,27721.0,1655.0,92.00464653169598,5.492864254895453
